node,clade,node.type,branch.length,label,astral,gcf,scf,ds.sum,dn.sum,dn.ds.sum,synonymous.bl.sum,nonsynonymous.bl.sum,num.genes.full,num.genes.partial,num.genes.no.clade,num.genes.no.subs,avg.ds,avg.dn,avg.dn.ds,avg.synonymous.bl,avg.nonsynonymous.bl
202,Anonymomys_mindorensis_FMNH2222010;Bandicota_indica_ABTC119185;Berylmys_bowersi_ABTC116431;Berylmys_mackenziei_ABTC116402;Bullimus_bagobus_JAE1712;Bunomys_andrewsi_sample1;Bunomys_chrysocomus_JAE4867;Bunomys_torajae_NMVZ21736;Echiothrix_centrosa_Z27993;Eropeplus_canus_NMVZ21733;Genus_sp-nov_NMVZ21816;Gracilimus_radix_Z08508;Halmaheramys_bokimekot_33262-WD225;Hyorhinomys_stuempkei_JAE4661;Kadarsanomys_sodyi_MZB-Sample;Lenomys_meyeri_LSUMZ39079;Leopoldomys_sabanus_Z25191;Limnomys_sibuanus_FMNH147948;Margaretamys_christinae_TMar1;Margaretamys_parvus_NMVZ21833;Melasmothrix_naso_Z21808;Nesokia_indica_ABTC117074;Niviventer_bukit_LSUMZ38136;Niviventer_lepturus_JAE4746;Niviventer_rapit_LSUMZ38196;Papagomys_armandvillei_WAMM32592;Paruromys_dominator_JAE4870;Paucidentomys_vermidax_Z21914;Rattus_argentiventer_LSUMZ38199;Rattus_colletti_RAT25;Rattus_exulans_sample1;Rattus_hoffmanni_LSUMZ39187;Rattus_leucopus_sample1;Rattus_lutreolus_sample2;Rattus_morotaiensis_ASAM29;Rattus_praetor_sample1;Rattus_tunneyi_RAT130;Rattus_villosissimus_sample1;Rattus_xanthurus_LSUMZ39196;rnor6;Saxatilomys_paulinae_ABTC116266;Sommeromys_macrorhinos_Z21740;Sundamys_annandalei_YS118;Sundamys_muelleri_JAE1283;Taeromys_callitrichus_LSUMZ37153;Taeromys_celebensis_NMVZ20637;Taeromys_hamatus_NMVZ63317;Taeromys_punicans_MVZ225815;Taeromys_taerae_LSUMZ39224;Tarsomys_apoensis_KU167148;Tateomys_macrocercus_Z21834;Tateomys_rhinogradoides_Z21785;Waiomys_mamasae_Z20624,internal,1.6163767038,1/71/63.4,1,71,63.4,14.829039662071269,1.9096852951922396,23274.040549274854,3.5181125207696273,1.4469194645120977,0,391,11403,9,0.03792593263956846,0.004884105614302403,60.9268077206148,0.008997730232147385,0.0037005612903122705
203,Echiothrix_centrosa_Z27993;Gracilimus_radix_Z08508;Hyorhinomys_stuempkei_JAE4661;Melasmothrix_naso_Z21808;Paucidentomys_vermidax_Z21914;Sommeromys_macrorhinos_Z21740;Tateomys_macrocercus_Z21834;Tateomys_rhinogradoides_Z21785;Waiomys_mamasae_Z20624,internal,0.963582598,1/55.2/60.4,1,55.2,60.4,70.46218879275233,8.354165082604325,1822141.8487350463,16.863490068385737,6.3340724697883335,2298,3961,5535,172,0.011257739062590243,0.001334744381307609,299.34973693692234,0.00269427864968617,0.001011994323340523
204,Gracilimus_radix_Z08508;Hyorhinomys_stuempkei_JAE4661;Sommeromys_macrorhinos_Z21740;Waiomys_mamasae_Z20624,internal,0.1220646428,1/17/33.5,1,17,33.5,43.71609475140802,6.672060543860319,1144251.4097284654,10.533950004266018,5.050674866120999,676,2031,9087,86,0.016149277706467683,0.002464743459128304,436.570549305023,0.0038913742165740737,0.0018657831053272992
205,Gracilimus_radix_Z08508;Sommeromys_macrorhinos_Z21740;Waiomys_mamasae_Z20624,internal,0.0463941116,1/18.6/31.8,1,18.6,31.8,77.92944791336251,10.881701155054717,1018063.5153948114,18.737079212775743,8.241145290484747,1032,2869,7893,113,0.019976787468178034,0.0027894645360304325,268.76016773886255,0.004803147708991475,0.002112572491793065
206,Gracilimus_radix_Z08508;Waiomys_mamasae_Z20624,internal,2.115289216,1/87.4/84.1,1,87.4,84.1,225.09351369098036,28.29824567885692,655885.2685521692,53.76013189153975,21.481479758185145,7430,2055,2309,247,0.02373152490152666,0.0029834734505911355,70.99862183937748,0.005667910584242462,0.002264784370920943
207,Echiothrix_centrosa_Z27993;Melasmothrix_naso_Z21808;Paucidentomys_vermidax_Z21914;Tateomys_macrocercus_Z21834;Tateomys_rhinogradoides_Z21785,internal,0.2611340631,1/25.6/44.9,1,25.6,44.9,28.03297806047518,5.453397073046452,2152024.6593237156,6.731321626171703,4.1394209838305605,1126,2108,8560,134,0.008668205955620031,0.0016862699669284022,694.2015030076502,0.0020814228899726974,0.0012799693827552753
208,Echiothrix_centrosa_Z27993;Paucidentomys_vermidax_Z21914,internal,0.2026624819,1/30.2/39.8,1,30.2,39.8,67.31538980807271,10.92450907748609,1340841.153963087,16.155602774197682,8.29112924091877,1842,2928,7024,166,0.01411224104991042,0.00229025347536396,291.23396046113965,0.0033869188205865163,0.0017381822308005805
209,Melasmothrix_naso_Z21808;Tateomys_macrocercus_Z21834;Tateomys_rhinogradoides_Z21785,internal,0.9550136585,1/58.6/66.6,1,58.6,66.6,66.30594253348711,12.508249664441934,2758658.916406731,15.866268146823591,9.503237312639053,3550,3074,5170,326,0.010009955092615808,0.0018883227150425625,438.02142210332346,0.002395269949701629,0.0014346674686955092
210,Melasmothrix_naso_Z21808;Tateomys_macrocercus_Z21834,internal,0.0741214951,0.99/29.3/37.5,0.99,29.3,37.5,49.628394481960605,9.056554607433744,1683286.4980089238,11.89281028717213,6.874820899542851,1430,3028,7336,199,0.011132434832202918,0.0020315286243682692,395.2304526905198,0.002667745690258441,0.0015421312022303388
211,Anonymomys_mindorensis_FMNH2222010;Bandicota_indica_ABTC119185;Berylmys_bowersi_ABTC116431;Berylmys_mackenziei_ABTC116402;Bullimus_bagobus_JAE1712;Bunomys_andrewsi_sample1;Bunomys_chrysocomus_JAE4867;Bunomys_torajae_NMVZ21736;Eropeplus_canus_NMVZ21733;Genus_sp-nov_NMVZ21816;Halmaheramys_bokimekot_33262-WD225;Kadarsanomys_sodyi_MZB-Sample;Lenomys_meyeri_LSUMZ39079;Leopoldomys_sabanus_Z25191;Limnomys_sibuanus_FMNH147948;Margaretamys_christinae_TMar1;Margaretamys_parvus_NMVZ21833;Nesokia_indica_ABTC117074;Niviventer_bukit_LSUMZ38136;Niviventer_lepturus_JAE4746;Niviventer_rapit_LSUMZ38196;Papagomys_armandvillei_WAMM32592;Paruromys_dominator_JAE4870;Rattus_argentiventer_LSUMZ38199;Rattus_colletti_RAT25;Rattus_exulans_sample1;Rattus_hoffmanni_LSUMZ39187;Rattus_leucopus_sample1;Rattus_lutreolus_sample2;Rattus_morotaiensis_ASAM29;Rattus_praetor_sample1;Rattus_tunneyi_RAT130;Rattus_villosissimus_sample1;Rattus_xanthurus_LSUMZ39196;rnor6;Saxatilomys_paulinae_ABTC116266;Sundamys_annandalei_YS118;Sundamys_muelleri_JAE1283;Taeromys_callitrichus_LSUMZ37153;Taeromys_celebensis_NMVZ20637;Taeromys_hamatus_NMVZ63317;Taeromys_punicans_MVZ225815;Taeromys_taerae_LSUMZ39224;Tarsomys_apoensis_KU167148,internal,0.2418310363,1/32.5/35.4,1,32.5,35.4,7.303419534834556,1.0201992567754554,48745.833412817025,1.7212097837952636,0.774849349944468,0,214,11580,12,0.0341281286674512,0.0047672862466142775,241.3160069941437,0.008043036372875064,0.0036207913548806916
212,Anonymomys_mindorensis_FMNH2222010;Leopoldomys_sabanus_Z25191;Margaretamys_christinae_TMar1;Margaretamys_parvus_NMVZ21833;Niviventer_bukit_LSUMZ38136;Niviventer_lepturus_JAE4746;Niviventer_rapit_LSUMZ38196;Saxatilomys_paulinae_ABTC116266,internal,1.3780790456,1/70.5/61,1,70.5,61,129.28451705942,12.562996303329323,803887.7291551982,30.82850991858125,9.551678843964257,4146,3972,3676,214,0.015925661130748954,0.001547548201937586,101.70644346599168,0.0037975498791058453,0.0011766049327376518
213,Anonymomys_mindorensis_FMNH2222010;Leopoldomys_sabanus_Z25191;Margaretamys_christinae_TMar1;Margaretamys_parvus_NMVZ21833;Niviventer_bukit_LSUMZ38136;Niviventer_lepturus_JAE4746;Niviventer_rapit_LSUMZ38196,internal,0.5822530386,1/50.8/48.1,1,50.8,48.1,66.17214258408447,7.081364610895952,1539019.7295682738,15.739355097895745,5.382130240481428,2979,2945,5870,174,0.011170179369359295,0.0011953687729398975,267.6556051423085,0.002656879658658971,0.0009085297502500722
214,Margaretamys_christinae_TMar1;Margaretamys_parvus_NMVZ21833,internal,1.5882238942,1/80.2/79.3,1,80.2,79.3,134.26517799607498,15.434391665831361,1277345.4554627514,31.99297551813891,11.734631949818425,7223,1727,2844,265,0.015001695865483238,0.0017245130352884202,147.07489412351774,0.003574634136104906,0.0013111320614322263
215,Anonymomys_mindorensis_FMNH2222010;Leopoldomys_sabanus_Z25191;Niviventer_bukit_LSUMZ38136;Niviventer_lepturus_JAE4746;Niviventer_rapit_LSUMZ38196,internal,0.5965268673,1/49.1/46,1,49.1,46,61.206073310174965,8.045004298654902,1880506.066361859,14.537827465400543,6.11727150083756,2989,2672,6133,211,0.010811883644263375,0.0014211277687078082,345.0469846535521,0.0025680670315139627,0.0010805990992470518
216,Anonymomys_mindorensis_FMNH2222010;Niviventer_bukit_LSUMZ38136;Niviventer_lepturus_JAE4746;Niviventer_rapit_LSUMZ38196,internal,0.3412238823,1/43.1/41.8,1,43.1,41.8,62.69333049377603,8.098160656178512,1620040.040800869,14.911842826414297,6.158120137920354,2817,2443,6534,185,0.01191888412429202,0.0015395742692354587,319.21971247307766,0.0028349511076833263,0.0011707452733688885
217,Niviventer_bukit_LSUMZ38136;Niviventer_lepturus_JAE4746;Niviventer_rapit_LSUMZ38196,internal,1.3573337145,1/77/70.2,1,77,70.2,175.00540385588076,18.836359650221105,893260.7828542325,41.71100166272586,14.311081613867598,5538,3247,3009,197,0.019920933848136684,0.002144150216302915,104.01266684376252,0.00474797969979805,0.0016290360402808877
218,Niviventer_bukit_LSUMZ38136;Niviventer_rapit_LSUMZ38196,internal,2.3598216167,1/91/92.6,1,91,92.6,209.36843669523236,22.553183359807957,585919.7499926719,49.89168837084002,17.138035261879832,7470,2098,2226,220,0.02188215266463549,0.002357147090280932,62.678621094637556,0.005214432313005855,0.0017911826151630259
219,Bandicota_indica_ABTC119185;Berylmys_bowersi_ABTC116431;Berylmys_mackenziei_ABTC116402;Bullimus_bagobus_JAE1712;Bunomys_andrewsi_sample1;Bunomys_chrysocomus_JAE4867;Bunomys_torajae_NMVZ21736;Eropeplus_canus_NMVZ21733;Genus_sp-nov_NMVZ21816;Halmaheramys_bokimekot_33262-WD225;Kadarsanomys_sodyi_MZB-Sample;Lenomys_meyeri_LSUMZ39079;Limnomys_sibuanus_FMNH147948;Nesokia_indica_ABTC117074;Papagomys_armandvillei_WAMM32592;Paruromys_dominator_JAE4870;Rattus_argentiventer_LSUMZ38199;Rattus_colletti_RAT25;Rattus_exulans_sample1;Rattus_hoffmanni_LSUMZ39187;Rattus_leucopus_sample1;Rattus_lutreolus_sample2;Rattus_morotaiensis_ASAM29;Rattus_praetor_sample1;Rattus_tunneyi_RAT130;Rattus_villosissimus_sample1;Rattus_xanthurus_LSUMZ39196;rnor6;Sundamys_annandalei_YS118;Sundamys_muelleri_JAE1283;Taeromys_callitrichus_LSUMZ37153;Taeromys_celebensis_NMVZ20637;Taeromys_hamatus_NMVZ63317;Taeromys_punicans_MVZ225815;Taeromys_taerae_LSUMZ39224;Tarsomys_apoensis_KU167148,internal,1.6745340036,1/69.4/67.7,1,69.4,67.7,12.03005471138571,1.4184244637839094,40726.386565827015,2.837895731402348,1.078633095922191,0,369,11425,9,0.03260177428559813,0.00384396873654176,113.1288515717417,0.007690774339843762,0.00292312492119835
220,Berylmys_bowersi_ABTC116431;Berylmys_mackenziei_ABTC116402,internal,2.1652461429,1/88.4/92.6,1,88.4,92.6,295.1062690428854,33.6639462662526,214723.42993583585,70.19150726240626,25.597377399489314,5197,4520,2077,167,0.030370100755674118,0.003464438228491572,22.48412878909276,0.007223577983164173,0.002634288092980273
221,Bandicota_indica_ABTC119185;Bullimus_bagobus_JAE1712;Bunomys_andrewsi_sample1;Bunomys_chrysocomus_JAE4867;Bunomys_torajae_NMVZ21736;Eropeplus_canus_NMVZ21733;Genus_sp-nov_NMVZ21816;Halmaheramys_bokimekot_33262-WD225;Kadarsanomys_sodyi_MZB-Sample;Lenomys_meyeri_LSUMZ39079;Limnomys_sibuanus_FMNH147948;Nesokia_indica_ABTC117074;Papagomys_armandvillei_WAMM32592;Paruromys_dominator_JAE4870;Rattus_argentiventer_LSUMZ38199;Rattus_colletti_RAT25;Rattus_exulans_sample1;Rattus_hoffmanni_LSUMZ39187;Rattus_leucopus_sample1;Rattus_lutreolus_sample2;Rattus_morotaiensis_ASAM29;Rattus_praetor_sample1;Rattus_tunneyi_RAT130;Rattus_villosissimus_sample1;Rattus_xanthurus_LSUMZ39196;rnor6;Sundamys_annandalei_YS118;Sundamys_muelleri_JAE1283;Taeromys_callitrichus_LSUMZ37153;Taeromys_celebensis_NMVZ20637;Taeromys_hamatus_NMVZ63317;Taeromys_punicans_MVZ225815;Taeromys_taerae_LSUMZ39224;Tarsomys_apoensis_KU167148,internal,0.9917213602,1/55.5/60.9,1,55.5,60.9,9.61105702818653,1.0501929012390032,104173.68382004146,2.2675470862245075,0.7979780481391274,0,326,11468,7,0.029481770025112052,0.003221450617297556,326.5632721631394,0.006955665908664133,0.0024477854237396545
222,Bandicota_indica_ABTC119185;Kadarsanomys_sodyi_MZB-Sample;Limnomys_sibuanus_FMNH147948;Nesokia_indica_ABTC117074;Rattus_argentiventer_LSUMZ38199;Rattus_colletti_RAT25;Rattus_exulans_sample1;Rattus_hoffmanni_LSUMZ39187;Rattus_leucopus_sample1;Rattus_lutreolus_sample2;Rattus_morotaiensis_ASAM29;Rattus_praetor_sample1;Rattus_tunneyi_RAT130;Rattus_villosissimus_sample1;Rattus_xanthurus_LSUMZ39196;rnor6;Tarsomys_apoensis_KU167148,internal,0.6456882855,1/39.9/50.2,1,39.9,50.2,19.092441319440347,2.0978064239133283,527723.7530155896,4.517940105619451,1.5975769086710603,0,1585,10209,47,0.012045704302486023,0.0013235371759705542,343.12337647307515,0.0028504353978671616,0.0010079349581520885
223,Bandicota_indica_ABTC119185;Nesokia_indica_ABTC117074,internal,1.4602776295,1/75.9/78.7,1,75.9,78.7,128.47995325509774,15.627369826624301,1020110.349272025,30.640574803824176,11.880919494377984,5012,3130,3652,248,0.015779900915634703,0.0019193527175908008,129.22603867139918,0.003763273741565239,0.0014592138902453924
224,Kadarsanomys_sodyi_MZB-Sample;Limnomys_sibuanus_FMNH147948;Rattus_argentiventer_LSUMZ38199;Rattus_colletti_RAT25;Rattus_exulans_sample1;Rattus_hoffmanni_LSUMZ39187;Rattus_leucopus_sample1;Rattus_lutreolus_sample2;Rattus_morotaiensis_ASAM29;Rattus_praetor_sample1;Rattus_tunneyi_RAT130;Rattus_villosissimus_sample1;Rattus_xanthurus_LSUMZ39196;rnor6;Tarsomys_apoensis_KU167148,internal,0.3841747735,1/29.8/46.4,1,29.8,46.4,16.455115179060577,1.8048205293065531,644897.8283807915,3.8951478413884937,1.3762857727842184,0,1529,10265,39,0.010762011235487624,0.0011803927595203094,432.8173344837527,0.002547513303720401,0.0009001214995318629
225,Rattus_argentiventer_LSUMZ38199;Rattus_exulans_sample1;Rattus_hoffmanni_LSUMZ39187;rnor6,internal,0.4661106307,1/32.6/50.9,1,32.6,50.9,34.26165442528951,5.712567045327432,1801270.643999829,8.10647036210828,4.354119333045625,1775,2176,7843,176,0.008671641211159075,0.0014458534662939592,477.1577864900209,0.0020517515469775445,0.001102029697050272
226,Rattus_argentiventer_LSUMZ38199;Rattus_hoffmanni_LSUMZ39187;rnor6,internal,0.0624462765,1/20.8/38.2,1,20.8,38.2,34.26057736778989,5.347786954784725,1528314.4105519108,8.132680274444839,4.073407797610314,1323,2246,8225,162,0.009599489315715857,0.0014983992588357314,448.5806899183771,0.002278699992839686,0.001141330287926678
227,Rattus_argentiventer_LSUMZ38199;Rattus_hoffmanni_LSUMZ39187,internal,0.5723828761,1/46.7/62.5,1,46.7,62.5,51.28399860843004,7.264297028307981,2233468.707915784,12.192596647738384,5.533224108091326,3902,1950,5942,216,0.00876349942044259,0.0012413357874757314,396.2861440588687,0.0020834922501261764,0.0009455270177873079
228,Kadarsanomys_sodyi_MZB-Sample;Limnomys_sibuanus_FMNH147948;Rattus_colletti_RAT25;Rattus_leucopus_sample1;Rattus_lutreolus_sample2;Rattus_morotaiensis_ASAM29;Rattus_praetor_sample1;Rattus_tunneyi_RAT130;Rattus_villosissimus_sample1;Rattus_xanthurus_LSUMZ39196;Tarsomys_apoensis_KU167148,internal,0.1644231217,1/16.9/38.8,1,16.9,38.8,23.350652531302842,1.9552630440950927,869816.1896678971,5.557457291887087,1.485932413732572,0,2722,9072,47,0.008578491010765188,0.0007183185319967276,325.16493071697084,0.002041681591435374,0.0005458972864557575
229,Limnomys_sibuanus_FMNH147948;Rattus_colletti_RAT25;Rattus_leucopus_sample1;Rattus_lutreolus_sample2;Rattus_morotaiensis_ASAM29;Rattus_praetor_sample1;Rattus_tunneyi_RAT130;Rattus_villosissimus_sample1;Rattus_xanthurus_LSUMZ39196;Tarsomys_apoensis_KU167148,internal,0.1915455609,1/21.7/41.3,1,21.7,41.3,23.350652531302842,1.9552630440950927,869816.1896678971,5.557457291887087,1.485932413732572,230,2492,9072,47,0.008578491010765188,0.0007183185319967276,325.16493071697084,0.002041681591435374,0.0005458972864557575
230,Limnomys_sibuanus_FMNH147948;Tarsomys_apoensis_KU167148,internal,0.8290994192,1/56.9/64.4,1,56.9,64.4,60.384517715022675,8.23279346311781,2501306.8465774097,14.389704418939585,6.252499373218044,4626,1982,5186,211,0.009138092874549437,0.0012458827880020898,391.01248187860085,0.0021776187074666444,0.000946201478997888
231,Rattus_colletti_RAT25;Rattus_leucopus_sample1;Rattus_lutreolus_sample2;Rattus_morotaiensis_ASAM29;Rattus_praetor_sample1;Rattus_tunneyi_RAT130;Rattus_villosissimus_sample1;Rattus_xanthurus_LSUMZ39196,internal,0.6163687721,1/42.2/57.3,1,42.2,57.3,37.225358831244364,4.278067432424068,1916491.9262330628,8.870498411017287,3.2496815096009493,438,4283,7073,128,0.007885058002805414,0.0009061782318203914,417.26364603376066,0.001878944802164221,0.0006883460092355325
232,Rattus_colletti_RAT25;Rattus_leucopus_sample1;Rattus_lutreolus_sample2;Rattus_morotaiensis_ASAM29;Rattus_praetor_sample1;Rattus_tunneyi_RAT130;Rattus_villosissimus_sample1,internal,0.5016899299,1/42.1/48.9,1,42.1,48.9,33.368500910904636,4.5456496320591,2463431.877300409,7.978998261379252,3.4520784037410697,434,4375,6985,133,0.006938760846517912,0.0009452380187271991,526.8246102011141,0.001659180341314047,0.0007178370562988292
233,Rattus_colletti_RAT25;Rattus_leucopus_sample1;Rattus_lutreolus_sample2;Rattus_praetor_sample1;Rattus_tunneyi_RAT130;Rattus_villosissimus_sample1,internal,0.2385611366,1/26.8/54,1,26.8,54,34.17694739562515,5.263653643459678,2050440.6808420355,8.122713756318939,4.010262773581996,259,3821,7714,133,0.008376702793045379,0.0012901111871224701,519.4934585361124,0.001990861214784054,0.0009829075425446068
234,Rattus_leucopus_sample1;Rattus_praetor_sample1,internal,0.0591261198,1/16.7/41.4,1,16.7,41.4,31.33185845861246,5.490317104026612,1429484.1885964682,7.443472802784643,4.181721022585838,233,3841,7720,129,0.007690686906875911,0.001347647791857293,362.3534064883316,0.001827067452819009,0.0010264410953818943
235,Rattus_colletti_RAT25;Rattus_lutreolus_sample2;Rattus_tunneyi_RAT130;Rattus_villosissimus_sample1,internal,0.2764236886,1/23.5/41.8,1,23.5,41.8,38.42975370466855,5.9466069763516165,2151269.3181776474,9.146295397229014,4.5305533841005845,567,3707,7520,144,0.008991519350647766,0.0013913446364884456,520.8884547645636,0.0021399848847049635,0.0010600265288021958
236,Rattus_colletti_RAT25;Rattus_tunneyi_RAT130;Rattus_villosissimus_sample1,internal,0.0206682617,0.93/18.1/32,0.93,18.1,32,34.99263348364666,5.520466696277728,1747207.4185166499,8.322505977633632,4.209007062764954,644,3513,7637,133,0.008417761242157002,0.0013279929507524003,434.1966745816724,0.002002046181773787,0.0010125107199338355
237,Rattus_colletti_RAT25;Rattus_villosissimus_sample1,internal,0.6113894509,1/48.5/53.2,1,48.5,53.2,45.39437149132135,6.53803470091908,2275372.294476338,10.81719456509063,4.980394899855722,1923,5117,4754,177,0.0064480641322899645,0.0009286981109260056,331.5419342089958,0.0015365333189049188,0.0007074424573658696
238,Bullimus_bagobus_JAE1712;Bunomys_andrewsi_sample1;Bunomys_chrysocomus_JAE4867;Bunomys_torajae_NMVZ21736;Eropeplus_canus_NMVZ21733;Genus_sp-nov_NMVZ21816;Halmaheramys_bokimekot_33262-WD225;Lenomys_meyeri_LSUMZ39079;Papagomys_armandvillei_WAMM32592;Paruromys_dominator_JAE4870;Sundamys_annandalei_YS118;Sundamys_muelleri_JAE1283;Taeromys_callitrichus_LSUMZ37153;Taeromys_celebensis_NMVZ20637;Taeromys_hamatus_NMVZ63317;Taeromys_punicans_MVZ225815;Taeromys_taerae_LSUMZ39224,internal,0.3148108749,1/26.3/45.7,1,26.3,45.7,4.219592278645866,0.5275274943349286,108734.41573515837,1.0022111236074351,0.4010924254183482,0,276,11518,11,0.015288377821180674,0.0019113315012135096,410.31854994399384,0.0036311997232153447,0.0014532334254287978
239,Sundamys_annandalei_YS118;Sundamys_muelleri_JAE1283,internal,0.8514222833,1/57.3/65.1,1,57.3,65.1,97.86733596910214,12.088728889298553,1565314.1582666512,23.34365258485659,9.19150403146031,3845,3609,4340,230,0.013129505764569647,0.0016217774200829827,216.68246930601484,0.0031316947390470336,0.0012330968649665027
240,Bullimus_bagobus_JAE1712;Bunomys_andrewsi_sample1;Bunomys_chrysocomus_JAE4867;Bunomys_torajae_NMVZ21736;Eropeplus_canus_NMVZ21733;Genus_sp-nov_NMVZ21816;Halmaheramys_bokimekot_33262-WD225;Lenomys_meyeri_LSUMZ39079;Papagomys_armandvillei_WAMM32592;Paruromys_dominator_JAE4870;Taeromys_callitrichus_LSUMZ37153;Taeromys_celebensis_NMVZ20637;Taeromys_hamatus_NMVZ63317;Taeromys_punicans_MVZ225815;Taeromys_taerae_LSUMZ39224,internal,0.1888332236,1/15.5/41.3,1,15.5,41.3,4.344494862573025,0.580187930316203,102513.35990915459,1.035140792071938,0.440468234551583,0,321,11473,15,0.01353425190832718,0.0018074390352529688,335.01098009527647,0.0032247376700060373,0.0013721751855189502
241,Bunomys_andrewsi_sample1;Bunomys_chrysocomus_JAE4867;Bunomys_torajae_NMVZ21736;Eropeplus_canus_NMVZ21733;Genus_sp-nov_NMVZ21816;Halmaheramys_bokimekot_33262-WD225;Lenomys_meyeri_LSUMZ39079;Papagomys_armandvillei_WAMM32592;Paruromys_dominator_JAE4870;Taeromys_callitrichus_LSUMZ37153;Taeromys_celebensis_NMVZ20637;Taeromys_hamatus_NMVZ63317;Taeromys_punicans_MVZ225815;Taeromys_taerae_LSUMZ39224,internal,0.0257560962,0.99/5.01/38,0.99,5.01,38,4.3823144614098135,0.6874404891361752,156471.69820379963,1.0430903504830205,0.5211478329313589,0,328,11466,17,0.013360714821371383,0.002095855149805412,503.1244315234715,0.0031801535075701845,0.0015888653443029235
242,Bunomys_andrewsi_sample1;Bunomys_chrysocomus_JAE4867;Bunomys_torajae_NMVZ21736;Eropeplus_canus_NMVZ21733;Genus_sp-nov_NMVZ21816;Halmaheramys_bokimekot_33262-WD225;Lenomys_meyeri_LSUMZ39079;Paruromys_dominator_JAE4870;Taeromys_callitrichus_LSUMZ37153;Taeromys_celebensis_NMVZ20637;Taeromys_hamatus_NMVZ63317;Taeromys_punicans_MVZ225815;Taeromys_taerae_LSUMZ39224,internal,0.1461777993,1/9.67/40.8,1,9.67,40.8,5.156779963318966,0.9062935189624786,372598.72275258903,1.2264629421342041,0.687772097761778,0,514,11280,29,0.010032645843033008,0.0017632169629620206,768.244789180596,0.0023861146734128484,0.0013380780112096848
243,Bunomys_andrewsi_sample1;Bunomys_chrysocomus_JAE4867;Bunomys_torajae_NMVZ21736;Eropeplus_canus_NMVZ21733;Genus_sp-nov_NMVZ21816;Lenomys_meyeri_LSUMZ39079;Paruromys_dominator_JAE4870;Taeromys_callitrichus_LSUMZ37153;Taeromys_celebensis_NMVZ20637;Taeromys_hamatus_NMVZ63317;Taeromys_punicans_MVZ225815;Taeromys_taerae_LSUMZ39224,internal,0.1448434154,1/13/36.5,1,13,36.5,5.156779963318966,0.9062935189624786,372598.72275258903,1.2264629421342041,0.687772097761778,0,514,11280,29,0.010032645843033008,0.0017632169629620206,768.244789180596,0.0023861146734128484,0.0013380780112096848
244,Bunomys_andrewsi_sample1;Bunomys_chrysocomus_JAE4867;Bunomys_torajae_NMVZ21736,internal,0.2885941952,1/31.1/45,1,31.1,45,48.571346910024864,7.3565144663784015,1967788.2277644274,11.599915343020651,5.593167553995654,882,4724,6188,187,0.00866417176418567,0.0013122573075951484,363.1275563322435,0.002069196457905931,0.000997710944344569
245,Bunomys_chrysocomus_JAE4867;Bunomys_torajae_NMVZ21736,internal,0.3643412873,1/30.3/47.9,1,30.3,47.9,47.59856994684458,7.067342012282113,2008756.3826893049,11.3583460736765,5.371038654186305,3023,2704,6067,181,0.008311257193442391,0.0012340391151182317,362.1991313900658,0.001983297725454252,0.0009378450592258258
246,Eropeplus_canus_NMVZ21733;Genus_sp-nov_NMVZ21816;Lenomys_meyeri_LSUMZ39079;Paruromys_dominator_JAE4870;Taeromys_callitrichus_LSUMZ37153;Taeromys_celebensis_NMVZ20637;Taeromys_hamatus_NMVZ63317;Taeromys_punicans_MVZ225815;Taeromys_taerae_LSUMZ39224,internal,0.2723279638,1/15.9/48.3,1,15.9,48.3,6.335311965050423,1.0231932285561627,570413.6092323099,1.5079165226284443,0.7785771995314601,0,939,10855,33,0.00674687110229012,0.0010896626502195556,629.59559517915,0.001605874890978109,0.0008291556970516082
247,Taeromys_callitrichus_LSUMZ37153;Taeromys_hamatus_NMVZ63317;Taeromys_punicans_MVZ225815;Taeromys_taerae_LSUMZ39224,internal,0.5971213939,1/41.6/57.8,1,41.6,57.8,36.35050903552423,4.962892170858596,2259974.859701779,8.66991130678926,3.7746800720581892,2115,2844,6835,151,0.0073302095252115815,0.0010007848701065931,470.04468795794077,0.0017483184728350999,0.0007611776713164326
248,Taeromys_callitrichus_LSUMZ37153;Taeromys_punicans_MVZ225815,internal,1.2813127992,1/71/79.3,1,71,79.3,59.751707404248265,8.122797524103463,1936324.8566580045,14.233889715994477,6.170833297802278,5169,1557,5068,170,0.00888369125843715,0.0012076713535687576,295.35156446888413,0.002116248842699149,0.0009174596041930238
249,Taeromys_hamatus_NMVZ63317;Taeromys_taerae_LSUMZ39224,internal,0.526879957,1/47.4/57.4,1,47.4,57.4,46.29030399697486,7.072499665434011,2405327.192839753,11.035145122093697,5.378614907206701,2393,3886,5515,197,0.007372241439237914,0.0011263735730903026,395.4829320683579,0.0017574685653915746,0.000856603743781924
250,Eropeplus_canus_NMVZ21733;Genus_sp-nov_NMVZ21816;Lenomys_meyeri_LSUMZ39079;Paruromys_dominator_JAE4870;Taeromys_celebensis_NMVZ20637,internal,0.0367235914,1/9.32/34.8,1,9.32,34.8,17.02989360367435,2.4749267777708877,1201038.7227545267,4.048969165453626,1.8845572318676302,0,2457,9337,75,0.006931173627869088,0.0010072962058489572,504.2144092168458,0.0016479320982717243,0.0007670155603856859
