node,clade,node.type,branch.length,label,astral,gcf,scf,ds.sum,dn.sum,dn.ds.sum,synonymous.bl.sum,nonsynonymous.bl.sum,num.genes.full,num.genes.partial,num.genes.no.clade,num.genes.no.ds,num.genes.no.dn,avg.ds,avg.dn,avg.dn.ds,avg.synonymous.bl,avg.nonsynonymous.bl,ES.sum,EN.sum,S.sum,N.sum,num.genes.full,num.genes.partial,num.genes.no.clade,avg.ES,avg.EN,avg.S,avg.N,avg.dS,avg.dN,avg.dNdS
288,Uromys_caudimaculatus_DT10Uc01;Uromys_sp-nov_YS380,internal,1.8201101793,1/82.4/87.5,1,82.4,87.5,141.96430946142178,17.252727846164337,1432.7244851157252,33.82500046600973,13.116979216276125,0,10274,1520,664,3671,0.01565897964498365,0.0019030143223212372,0.15803270296886446,0.003730972917053798,0.0014468320335623344,2910361.29580896,6455069.254310612,20517.533442802407,9824.423100079995,0,10274,1520,283.27441072697684,628.2917319749477,1.9970345963405107,0.9562412984309904,0.007049823495230128,0.0015219702086882137,0.21588770409897076
289,Conilurus_albipes_NMV-c7585;Conilurus_penicillatus_M14056;Leporillus_apicalis_C90;Leporillus_conditor_ABTC13335;Mesembriomys_gouldii_ABTC7449;Mesembriomys_macrurus_ABTC7337,internal,0.8454501739,1/52.2/61.9,1,52.2,61.9,81.71413896836742,9.720095836624646,1756.7009061301271,19.500575191001765,7.388916702383612,0,2666,9128,509,3096,0.012282299559351784,0.0014610094448556509,0.2640464311032808,0.002931095023448334,0.0011106142645999717,1003709.036997325,2236489.2101403372,11473.729967948715,5152.160141941391,0,2666,9128,376.4850101265285,838.8931770969007,4.303724669148055,1.932543189025278,0.011431330739307964,0.0023036820918166195,0.20152352725611725
290,Leporillus_apicalis_C90;Leporillus_conditor_ABTC13335,internal,0.2470298415,1/34.3/54,1,34.3,54,64.59525150970582,9.479792088372303,692.004106823092,15.304235596797271,7.219776850726297,681,4120,6993,1134,1763,0.013451739173199879,0.0019741341291904003,0.1441074774725306,0.0031870544766341674,0.0015034937215173464,1601104.553638266,3546258.7182531725,21809.94299450549,11485.30425824176,681,4120,6993,333.4939707640629,738.6500142164492,4.542791708915953,2.3922733301899104,0.013621810608773623,0.0032387101931184614,0.23775915596950467
291,Conilurus_albipes_NMV-c7585;Conilurus_penicillatus_M14056;Mesembriomys_gouldii_ABTC7449;Mesembriomys_macrurus_ABTC7337,internal,0.5344044707,1/44.2/50.2,1,44.2,50.2,70.93583793636411,8.816895401377689,2907.183637331938,16.928971126673275,6.695636085742053,0,3274,8520,583,2844,0.011787277822592906,0.0014650873049813374,0.4830813621355829,0.00281305601971972,0.0011126015429946915,1205679.0574468973,2685048.223121883,12852.734890109889,5877.497710622712,0,3274,8520,368.25872249447076,820.1124688826765,3.9256978894654515,1.7952039433789588,0.010660162678222493,0.002188972868349081,0.20534141311191292
292,Conilurus_albipes_NMV-c7585;Conilurus_penicillatus_M14056,internal,0.2707120133,1/39.8/44.4,1,39.8,44.4,56.39933486067525,7.460917089918917,695.927230885607,13.397911492469381,5.671321719592575,0,9440,2354,972,2394,0.01064741077226265,0.0014085174796901864,0.13138139152078665,0.0025293395303887826,0.0010706667395870445,3307280.138170719,7324413.268077276,45340.21680402928,18966.762133699638,0,9440,2354,350.34747226384735,775.8912360251352,4.802989068223441,2.0091909039936056,0.01370921570287883,0.00258952648348836,0.18888946965394812
293,Mesembriomys_gouldii_ABTC7449;Mesembriomys_macrurus_ABTC7337,internal,1.0376499343,1/68.1/69.5,1,68.1,69.5,93.85095211123893,11.967851845645578,1072.1684069830537,22.36577207226998,9.098931445699428,4754,2931,4109,1030,3259,0.012212225388580212,0.0015573001751002704,0.13951443161783392,0.002910315168805463,0.0011839858745217213,3187234.9152848516,7048162.063715376,30731.293563034185,12942.739770299147,4754,2931,4109,414.73453679698787,917.1323440098082,3.998867086927025,1.684156118451418,0.009641992002427486,0.0018363283439422641,0.19045113742885772
294,Leggadina_forresti_WAMM62323;Leggadina_lakedownensis_WAMM21623;Mastacomys_fuscus_M13957;Notomys_alexis_U1308;Notomys_aquilo_M-32455;Notomys_cervinus_M22857;Notomys_fuscus_M22830;Notomys_mitchellii_M21518;Pseudomys_albocinereus_WAMM18855;Pseudomys_apodemoides_M16672;Pseudomys_australis_M25541;Pseudomys_bolami_ABTC107389;Pseudomys_calabyi_U4324;Pseudomys_chapmani_WAMM29440;Pseudomys_delicatulus_U1509;Pseudomys_desertor_ABTC41464;Pseudomys_fumeus_ABTC08168;Pseudomys_gracilicaudatus_ABTC08163;Pseudomys_hermannsburgensis_ABTC08067;Pseudomys_higginsi_UC1421;Pseudomys_johnsoni_ABTC08053;Pseudomys_nanus_U1448;Pseudomys_novaehollandiae_ABTC08140;Pseudomys_occidentalis_ABTC08043;Pseudomys_oralis_RAT7;Pseudomys_patrius_JM10865;Pseudomys_shortridgei_Z25113;Zyzomys_argurus_ABTC61630;Zyzomys_maini_ABTC07900;Zyzomys_palatalis_ABTC30744;Zyzomys_pedunculatus_Z34925;Zyzomys_woodwardi_WAMM21724,internal,0.4993296351,1/31.9/44.6,1,31.9,44.6,24.155190096148402,3.052909757237896,378.94102750436605,5.789962233433099,2.31255836120394,0,662,11132,466,2068,0.006825428114198475,0.000862647571980191,0.1070757353784589,0.001636044711340237,0.0006534496640870133,275191.7825794353,612625.8577547136,2031.0635302197804,994.1067994505496,0,662,11132,415.69755676651863,925.4167035569692,3.068071797915076,1.5016719024932774,0.007380538441890083,0.0016226980739826615,0.21986174677617484
295,Zyzomys_argurus_ABTC61630;Zyzomys_maini_ABTC07900;Zyzomys_palatalis_ABTC30744;Zyzomys_pedunculatus_Z34925;Zyzomys_woodwardi_WAMM21724,internal,1.2613638418,1/64.6/72.8,1,64.6,72.8,94.33091873799013,14.564921638113896,1526.5361971271277,22.36440169165865,11.09699452694386,3836,3413,4545,638,2647,0.013009366809817974,0.002008677649719197,0.21052767854463214,0.003084319637520156,0.0015304088438758598,3178038.368364712,7023038.3046866525,30133.260416666675,13857.572916666668,3836,3413,4545,438.41059020067763,968.8285701043802,4.156885145077483,1.9116530440980366,0.009481716997700066,0.0019731592389890793,0.2081014693296266
296,Zyzomys_pedunculatus_Z34925;Zyzomys_woodwardi_WAMM21724,internal,0.2141921628,1/36.5/44,1,36.5,44,53.16190002782337,7.4237929295903005,670.6727805636503,12.643145298658764,5.657162723660526,2248,2989,6557,980,2355,0.010151212531568336,0.0014175659594405767,0.12806430791744325,0.0024141961616686585,0.0010802296589002341,2166572.3822909677,4808304.059880218,18200.957999136874,8473.021885920594,2248,2989,6557,413.70486581840134,918.1409318083287,3.4754550313417747,1.6179151968532737,0.008400807721868445,0.0017621643266319707,0.20976129736249258
297,Zyzomys_argurus_ABTC61630;Zyzomys_maini_ABTC07900;Zyzomys_palatalis_ABTC30744,internal,0.5542933514,1/47.1/54.9,1,47.1,54.9,49.11762306668901,6.602237138573253,804.3512946092892,11.699453372225419,5.025481662567496,3156,2044,6594,730,2632,0.009443880612706982,0.0012694168695584027,0.15465320027096505,0.002249462290372124,0.0009662529633854059,2391559.747805732,5292050.185184425,14629.578792735043,6066.177617521366,3156,2044,6594,459.9153361164869,1017.7019586893125,2.813380537064431,1.166572618754109,0.00611717052277609,0.0011462811963696379,0.18738748447532788
298,Zyzomys_argurus_ABTC61630;Zyzomys_palatalis_ABTC30744,internal,0.5034030811,1/51.3/57.1,1,51.3,57.1,51.01994162035663,6.994255707865431,5403.647666149421,12.14831218513903,5.321694026975386,3498,2226,6070,1088,2670,0.008913337110474604,0.0012219174891449042,0.9440334846522398,0.00212234664310605,0.0009297159376267271,2496931.3774864976,5526538.312061627,16701.61698717949,7311.985576923075,3498,2226,6070,436.2214146552232,965.5028497661823,2.917822674210253,1.2774258520131159,0.006688857025775353,0.0013230679249910786,0.19780179481975285
299,Leggadina_forresti_WAMM62323;Leggadina_lakedownensis_WAMM21623;Mastacomys_fuscus_M13957;Notomys_alexis_U1308;Notomys_aquilo_M-32455;Notomys_cervinus_M22857;Notomys_fuscus_M22830;Notomys_mitchellii_M21518;Pseudomys_albocinereus_WAMM18855;Pseudomys_apodemoides_M16672;Pseudomys_australis_M25541;Pseudomys_bolami_ABTC107389;Pseudomys_calabyi_U4324;Pseudomys_chapmani_WAMM29440;Pseudomys_delicatulus_U1509;Pseudomys_desertor_ABTC41464;Pseudomys_fumeus_ABTC08168;Pseudomys_gracilicaudatus_ABTC08163;Pseudomys_hermannsburgensis_ABTC08067;Pseudomys_higginsi_UC1421;Pseudomys_johnsoni_ABTC08053;Pseudomys_nanus_U1448;Pseudomys_novaehollandiae_ABTC08140;Pseudomys_occidentalis_ABTC08043;Pseudomys_oralis_RAT7;Pseudomys_patrius_JM10865;Pseudomys_shortridgei_Z25113,internal,0.0632597052,1/17.1/34.2,1,17.1,34.2,13.935649888300238,2.45553040397332,245.76816682007367,3.3364858975819702,1.8623305240179135,0,525,11269,337,981,0.007385082081770132,0.0013012879724288925,0.13024280170645133,0.001768143029985146,0.0009869266158017559,211876.57197082258,473532.7354347577,1819.4866071428573,1042.6452609890111,0,525,11269,403.5744228015668,901.9671151138242,3.4656887755102046,1.9859909733124022,0.008587483694957166,0.0022018441027772716,0.2564015468314964
300,Leggadina_forresti_WAMM62323;Leggadina_lakedownensis_WAMM21623,internal,2.2628832125,1/88.2/92.1,1,88.2,92.1,254.7014653346071,32.434632593056264,1710.446091595758,60.513675209807914,24.67994655407698,7797,1707,2290,347,2762,0.026796577099906058,0.0034123758646034995,0.17995224530202608,0.006366509753793573,0.00259652252015539,3778340.965274561,8369933.935746595,80109.3675595238,31595.775297619035,7797,1707,2290,397.55271099269373,880.674866976704,8.429015946919591,3.324471306567659,0.021202260011942167,0.003774913343423027,0.178042970008707
301,Mastacomys_fuscus_M13957;Notomys_alexis_U1308;Notomys_aquilo_M-32455;Notomys_cervinus_M22857;Notomys_fuscus_M22830;Notomys_mitchellii_M21518;Pseudomys_albocinereus_WAMM18855;Pseudomys_apodemoides_M16672;Pseudomys_australis_M25541;Pseudomys_bolami_ABTC107389;Pseudomys_calabyi_U4324;Pseudomys_chapmani_WAMM29440;Pseudomys_delicatulus_U1509;Pseudomys_desertor_ABTC41464;Pseudomys_fumeus_ABTC08168;Pseudomys_gracilicaudatus_ABTC08163;Pseudomys_hermannsburgensis_ABTC08067;Pseudomys_higginsi_UC1421;Pseudomys_johnsoni_ABTC08053;Pseudomys_nanus_U1448;Pseudomys_novaehollandiae_ABTC08140;Pseudomys_occidentalis_ABTC08043;Pseudomys_oralis_RAT7;Pseudomys_patrius_JM10865;Pseudomys_shortridgei_Z25113,internal,0.902366316,1/45.2/57.7,1,45.2,57.7,41.2526743466053,6.601147189067954,837.1330073626705,9.849613634461626,5.013929150029491,0,857,10937,610,2327,0.00806188672007139,0.0012900424446097233,0.16359839893739897,0.0019248805226620336,0.0009798571721769574,339103.9171471579,753895.9174108313,2623.986607142857,1350.1452609890107,0,857,10937,395.6871845357735,879.6918522880179,3.0618280130021667,1.5754320431610394,0.007738001463439742,0.0017908907977986258,0.2314410001419835
302,Notomys_alexis_U1308;Notomys_aquilo_M-32455;Notomys_cervinus_M22857;Notomys_fuscus_M22830;Notomys_mitchellii_M21518;Pseudomys_calabyi_U4324;Pseudomys_chapmani_WAMM29440;Pseudomys_johnsoni_ABTC08053;Pseudomys_patrius_JM10865,internal,0.1851904011,1/22.1/39.8,1,22.1,39.8,15.35505112085321,2.610581621631485,287.99967784332625,3.6847928476048804,1.9766055533886575,0,709,11085,435,1292,0.006339822923556239,0.0010778619412186148,0.11890985872969705,0.001521384330142395,0.0008161046876088594,267110.18380883685,596952.6451259594,2257.734775641026,1206.90625,0,709,11085,376.7421492367233,841.9642385415507,3.184393195544465,1.7022655148095909,0.008452447388740604,0.0020217788795379873,0.2391944943935614
303,Pseudomys_calabyi_U4324;Pseudomys_chapmani_WAMM29440;Pseudomys_johnsoni_ABTC08053;Pseudomys_patrius_JM10865,internal,1.2904292824,1/65.6/75.2,1,65.6,75.2,87.37852738859648,12.203498838760108,1286.1156344629528,20.856911496251502,9.26880352718871,4723,2684,4387,666,3132,0.011796750018711555,0.0016475629591953703,0.17363516058633088,0.0028158379230797223,0.0012513573008220212,3225470.260333306,7127370.987085211,28346.34939713065,11501.374046092797,4723,2684,4387,435.46243557895315,962.2480068968828,3.8269676518334883,1.5527708986219517,0.00878828422191109,0.001613690948167743,0.18361842965256664
304,Pseudomys_chapmani_WAMM29440;Pseudomys_johnsoni_ABTC08053;Pseudomys_patrius_JM10865,internal,0.1248958893,1/30.4/39.9,1,30.4,39.9,33.49335516004828,4.494863033731797,445.44482941323105,7.958503410246126,3.4163110380152766,1955,1793,8046,589,1959,0.008938712345889588,0.0011995898141798232,0.11888039215725409,0.0021239667494652057,0.0009117456733427479,1617143.752965267,3593863.6379084676,9618.642666361418,4173.375648656898,1955,1793,8046,431.46845063107446,958.8750367952155,2.5663400924123314,1.1134940364612855,0.005947920615421013,0.0011612504171376104,0.19523636783699966
305,Pseudomys_johnsoni_ABTC08053;Pseudomys_patrius_JM10865,internal,0.4314929265,1/45.3/55.4,1,45.3,55.4,40.750409511886204,5.239861376631155,722.3475338736142,9.682275191813229,3.9850634416094755,3223,2124,6447,1078,2682,0.007622598112960383,0.0009801461609859998,0.13511925437216876,0.001811125176171573,0.000745429001423396,2326464.7429215554,5154132.1606688835,13693.048369016036,5505.059354869269,3223,2124,6447,435.09720271583234,963.9297102429182,2.56088430316365,1.0295603805627958,0.005885775149044562,0.0010680865727266961,0.18146914309155673
306,Notomys_alexis_U1308;Notomys_aquilo_M-32455;Notomys_cervinus_M22857;Notomys_fuscus_M22830;Notomys_mitchellii_M21518,internal,0.5697754574,1/43.3/56.3,1,43.3,56.3,46.50567178279398,6.603253198374034,751.654854177081,11.088824260648995,5.024887723325048,0,1617,10177,650,2501,0.009007490176795271,0.0012789566527937311,0.14558490299769147,0.0021477482588899855,0.0009732496074617564,521160.22739301075,1167273.647852608,5260.8114362290025,2640.2294567860295,0,1617,10177,322.3006972127463,721.8760963838021,3.253439354501548,1.6327949639987813,0.010094422328705038,0.0022618770342696984,0.22407196376534635
307,Notomys_alexis_U1308;Notomys_aquilo_M-32455;Notomys_fuscus_M22830;Notomys_mitchellii_M21518,internal,1.1201139523,1/64.5/72.3,1,64.5,72.3,83.58484766734315,10.631495692186625,1167.8237007787122,19.92342056857574,8.087174813838704,0,3164,8630,623,3403,0.011486168430306878,0.0014609723364280096,0.16048147598992885,0.0027378618343514827,0.001111333628396139,1161579.2332147264,2586769.517356734,9352.184925239993,4364.907616126689,0,3164,8630,367.12365145851027,817.5630585830385,2.955810659051831,1.3795536081310649,0.008051267324534867,0.0016873971905262473,0.20958156306451178
308,Notomys_alexis_U1308;Notomys_aquilo_M-32455;Notomys_fuscus_M22830,internal,0.0569880912,1/22.4/38.8,1,22.4,38.8,43.16349737245123,5.840907273973203,605.9784248596027,10.277439989605494,4.447712686569807,0,3426,8368,539,1875,0.010908136813861822,0.0014760948380018203,0.1531408705735665,0.0025972807656319164,0.0011240112930426605,1106320.1994144523,2468205.5047154147,8651.938866784558,4321.069974948423,0,3426,8368,322.9189140147263,720.4335974067177,2.525376201630052,1.2612580195412793,0.007820465423449571,0.0017506929494700417,0.2238604551873102
309,Notomys_alexis_U1308;Notomys_aquilo_M-32455,internal,0.0723183981,1/23.8/38.6,1,23.8,38.6,27.968766878287724,4.358988541689215,1874.4276132250468,6.6357503155187745,3.3180047030144997,0,8978,2816,1123,1480,0.00773686497324695,0.0012058059589735036,0.5185138625795427,0.0018356155782901175,0.0009178436246236514,2068543.9655100217,4595219.189401654,16659.972894562336,8591.215434350132,0,8978,2816,230.40142186567405,511.83105250631024,1.855644118351786,0.9569186271274372,0.008053961226999902,0.0018695986154838458,0.23213404718367026
310,Mastacomys_fuscus_M13957;Pseudomys_albocinereus_WAMM18855;Pseudomys_apodemoides_M16672;Pseudomys_australis_M25541;Pseudomys_bolami_ABTC107389;Pseudomys_delicatulus_U1509;Pseudomys_desertor_ABTC41464;Pseudomys_fumeus_ABTC08168;Pseudomys_gracilicaudatus_ABTC08163;Pseudomys_hermannsburgensis_ABTC08067;Pseudomys_higginsi_UC1421;Pseudomys_nanus_U1448;Pseudomys_novaehollandiae_ABTC08140;Pseudomys_occidentalis_ABTC08043;Pseudomys_oralis_RAT7;Pseudomys_shortridgei_Z25113,internal,0.3598168238,1/24.7/45.8,1,24.7,45.8,17.206572831149803,2.7994348829175144,375.6295102217385,4.10737478200553,2.1289593353395606,1037,1791,8966,477,1449,0.006084360972825249,0.0009898991806639018,0.13282514505719184,0.0014523956089128463,0.000752814475013989,1602950.0564880476,3538511.794275956,5612.468978937731,2718.021863553114,1037,1791,8966,566.8140228034115,1251.2417942984287,1.9846071354093815,0.9611109842832793,0.003501337397394814,0.0007681257041307306,0.21938065857413744
311,Mastacomys_fuscus_M13957;Pseudomys_albocinereus_WAMM18855;Pseudomys_apodemoides_M16672;Pseudomys_australis_M25541;Pseudomys_bolami_ABTC107389;Pseudomys_delicatulus_U1509;Pseudomys_desertor_ABTC41464;Pseudomys_fumeus_ABTC08168;Pseudomys_gracilicaudatus_ABTC08163;Pseudomys_hermannsburgensis_ABTC08067;Pseudomys_higginsi_UC1421;Pseudomys_nanus_U1448;Pseudomys_novaehollandiae_ABTC08140;Pseudomys_oralis_RAT7;Pseudomys_shortridgei_Z25113,internal,0.2931795082,1/17.5/41.5,1,17.5,41.5,13.679000806381143,2.202647773623978,252.29793629409096,3.2689824902051297,1.6743773579720156,707,1428,9659,371,1138,0.006407026138820208,0.0010316851398707158,0.11817233550074518,0.0015311393396745339,0.0007842516899166349,1180536.8853017131,2615700.284454689,4294.96897893773,2031.5218635531135,707,1428,9659,552.9446769563059,1225.1523580584023,2.0116950721019813,0.9515324887836597,0.0036381489070034883,0.0007766646185064116,0.21347796320577236
312,Pseudomys_albocinereus_WAMM18855;Pseudomys_apodemoides_M16672;Pseudomys_fumeus_ABTC08168,internal,0.3655304624,1/32/49.4,1,32,49.4,37.27468720880164,4.855911117982509,530.3767328117349,8.938464154069248,3.6847255406051604,2310,1716,7768,508,2087,0.009253894540417487,0.0012055390064504739,0.1316724758718309,0.002219082461288294,0.0009147779395742702,1949076.7050033351,4315460.073245092,11869.647550366304,4839.712339743591,2310,1716,7768,484.12238077579116,1071.897683369372,2.9482482738117994,1.2021143417147517,0.006089882209302786,0.001121482358219173,0.18415501641493465
313,Pseudomys_albocinereus_WAMM18855;Pseudomys_apodemoides_M16672,internal,1.4010924273,1/74.9/81.3,1,74.9,81.3,105.99421846508227,12.113457700524307,1176.495755793461,25.285255094381196,9.205440566705255,6192,1934,3668,711,3600,0.013042231877086535,0.0014905202043219278,0.14476384345926677,0.0031112655462509162,0.001132698482429587,3409780.560074952,7545746.0704772575,34516.23546245421,12580.698603479857,6192,1934,3668,419.613654944001,928.5929203147007,4.2476292717763,1.5482031261973734,0.010122714601228032,0.0016672570857773571,0.164704543342069
314,Mastacomys_fuscus_M13957;Pseudomys_australis_M25541;Pseudomys_bolami_ABTC107389;Pseudomys_delicatulus_U1509;Pseudomys_desertor_ABTC41464;Pseudomys_gracilicaudatus_ABTC08163;Pseudomys_hermannsburgensis_ABTC08067;Pseudomys_higginsi_UC1421;Pseudomys_nanus_U1448;Pseudomys_novaehollandiae_ABTC08140;Pseudomys_oralis_RAT7;Pseudomys_shortridgei_Z25113,internal,0.1119357098,1/10.9/37.1,1,10.9,37.1,9.342742542884512,1.6123824378251084,1083.3832830704796,2.2257624950518964,1.2269339364423855,438,931,10425,249,733,0.006819520104295264,0.0011769214874635828,0.7907907175696931,0.0016246441569721872,0.0008955722163813033,748594.7105248705,1661789.3150535014,2729.6564789377285,1420.1676968864467,438,931,10425,546.8186344228419,1213.8709386804246,1.9939053900202546,1.0373759655854249,0.003646374253731841,0.0008546015334324884,0.2343702192823065
315,Pseudomys_gracilicaudatus_ABTC08163;Pseudomys_nanus_U1448,internal,1.4916987908,1/75.6/82.9,1,75.6,82.9,3022.6906739067217,15.997918104271596,1352.703011267801,738.9387693351329,12.181458645693917,6112,2008,3674,737,3292,0.3722525460476258,0.0019701869586541375,0.16658904079652723,0.09100231149447449,0.0015001796361692017,3366376.524443284,7453112.860750748,39873.00892857145,15889.988690476197,6112,2008,3674,414.57838970976405,917.8710419643778,4.910469079873331,1.95689515892564,0.011844488766795171,0.002131993569311871,0.17999878350923004
316,Mastacomys_fuscus_M13957;Pseudomys_australis_M25541;Pseudomys_bolami_ABTC107389;Pseudomys_delicatulus_U1509;Pseudomys_desertor_ABTC41464;Pseudomys_hermannsburgensis_ABTC08067;Pseudomys_higginsi_UC1421;Pseudomys_novaehollandiae_ABTC08140;Pseudomys_oralis_RAT7;Pseudomys_shortridgei_Z25113,internal,0.1391306498,1/8.64/40.3,1,8.64,40.3,8.269398295100896,1.3239724993574151,116.13862455282612,1.981230413919817,1.0052809410941712,364,779,10651,196,670,0.007228495013200083,0.0011573186183194187,0.10151977670701584,0.0017318447674124274,0.0008787420813760238,597452.1507092878,1323650.086813874,2297.187728937729,1124.6364468864467,364,779,10651,522.7052937089132,1158.0490698284113,2.0097880393155982,0.9839338992882298,0.0038449735702022927,0.0008496478473351909,0.2209762516756361
317,Pseudomys_desertor_ABTC41464;Pseudomys_oralis_RAT7;Pseudomys_shortridgei_Z25113,internal,0.3018478021,1/26.8/45.7,1,26.8,45.7,29.518195722402773,3.7061711499805496,390.2384757353456,7.07639205128788,2.8095298426751754,1743,1761,8290,507,1900,0.008424142614840974,0.0010576972459990152,0.11136942800666257,0.0020195182794771347,0.0008018064619506779,1691227.4605048667,3737258.821956504,9438.135645604396,3865.68853021978,1743,1761,8290,482.65623872855787,1066.5692985035685,2.6935318623300217,1.103221612505645,0.005580642383128592,0.00103436468127622,0.18534867677658637
318,Pseudomys_desertor_ABTC41464;Pseudomys_shortridgei_Z25113,internal,1.2878584658,1/72.7/81,1,72.7,81,98.0718431710827,12.126137675016464,1149.1778491028442,23.419784870244815,9.209882228286446,5434,2636,3724,910,3572,0.012154150845344243,0.0015028055118374599,0.14241886839792345,0.002902439567510821,0.0011413907830321534,3321942.441897806,7344584.0183476275,33028.631639194144,12828.487408424911,5434,2636,3724,411.64094695140096,910.1095437853318,4.09276724153583,1.589651475641253,0.00994256589837995,0.001746659494448951,0.1756749225804531
319,Mastacomys_fuscus_M13957;Pseudomys_australis_M25541;Pseudomys_bolami_ABTC107389;Pseudomys_delicatulus_U1509;Pseudomys_hermannsburgensis_ABTC08067;Pseudomys_higginsi_UC1421;Pseudomys_novaehollandiae_ABTC08140,internal,0.2788384631,1/19.7/45.2,1,19.7,45.2,15.27039656571716,1.8501659311100658,230.98917396231013,3.670112885327494,1.4049573297584708,1090,1327,9377,291,1519,0.006310081225502959,0.0007645313764917627,0.09545007188525212,0.0015165755724493777,0.0005805608800654837,1326340.7249878626,2923381.201252791,5149.971955128205,1732.733173076923,1090,1327,9377,548.7549544840143,1209.508151118242,2.1307289843310735,0.7168941551828395,0.003882842363281375,0.000592715439346184,0.15264988477288643
320,Mastacomys_fuscus_M13957;Pseudomys_bolami_ABTC107389;Pseudomys_delicatulus_U1509;Pseudomys_hermannsburgensis_ABTC08067;Pseudomys_higginsi_UC1421;Pseudomys_novaehollandiae_ABTC08140,internal,0.2035419953,1/20.9/40.3,1,20.9,40.3,16.622804966684356,2.1808666621731256,271.69002785342406,3.9947158136064322,1.6542204205681617,1142,1441,9211,365,1532,0.0064329740583143795,0.0008439886463518288,0.10514319963367803,0.0015459426523244707,0.0006401781813344279,1353759.1185261284,2984909.6285982793,5124.971955128205,2043.733173076923,1142,1441,9211,524.1034140635418,1155.5979979087415,1.9841161266466145,0.7912246121087585,0.0037857340238696903,0.0006846884587379167,0.1808601593299584
321,Pseudomys_bolami_ABTC107389;Pseudomys_delicatulus_U1509;Pseudomys_hermannsburgensis_ABTC08067;Pseudomys_higginsi_UC1421;Pseudomys_novaehollandiae_ABTC08140,internal,0.2198974977,1/25/43.1,1,25,43.1,20.28141348307017,2.827505882596734,336.38784337777986,4.840875758036331,2.1516365370207073,1339,1579,8876,498,1636,0.006948069024690021,0.0009686556637878499,0.11524078224658439,0.001658402109639031,0.0007371142641386459,1408984.3009627932,3125224.1938907886,5858.397435897436,2545.3076923076924,1339,1579,8876,482.85959594338357,1071.0158306685362,2.0076756120279082,0.8722781673432805,0.004157886948700742,0.0008144400319449974,0.19587834926572353
322,Pseudomys_bolami_ABTC107389;Pseudomys_delicatulus_U1509;Pseudomys_hermannsburgensis_ABTC08067;Pseudomys_novaehollandiae_ABTC08140,internal,0.7699887251,1/50.6/65.5,1,50.6,65.5,46.60410532455822,5.436665430592935,714.9920959516858,11.13497212913549,4.127843766697809,3109,2610,6075,718,3106,0.008147570860936752,0.0009504659843693942,0.12499861817337164,0.001946673449149561,0.0007216510081639526,2647448.8903867602,5847596.319876531,14611.828525641025,5380.8766025641025,3109,2610,6075,462.9216454601784,1022.4858051891119,2.5549621482149023,0.9408771817737546,0.005519210806561185,0.0009201860573504356,0.16672420923957593
323,Pseudomys_bolami_ABTC107389;Pseudomys_delicatulus_U1509;Pseudomys_novaehollandiae_ABTC08140,internal,0.3741615204,1/38.3/51.3,1,38.3,51.3,31.916938437111376,4.213773464365556,669.1535250002833,7.628550679398712,3.20083191836961,2320,2146,7328,809,2356,0.007141852413764013,0.0009428895646376273,0.14973227232049302,0.001706992767822491,0.0007162300108233632,2050114.3563162747,4533595.030896504,10083.040064102563,4256.6201923076915,2320,2146,7328,459.04934086795225,1015.135474898456,2.2577340045012457,0.9531169261772708,0.004918281769520487,0.0009389061359249721,0.1909012496485153
324,Pseudomys_bolami_ABTC107389;Pseudomys_novaehollandiae_ABTC08140,internal,0.0786021292,1/27.2/38.2,1,27.2,38.2,24.08343161047447,3.3869474038850895,411.9158068956311,5.762394156932908,2.571777860154293,1390,2598,7806,1299,1688,0.0060420049198380505,0.0008497108389074484,0.10334064397783017,0.0014456583434352503,0.0006452026743989697,1493815.1541479195,3322233.3504339852,9059.684027777777,4360.386485042734,1390,2598,7806,374.5775211002807,833.057510138913,2.271736215591218,1.0933767515152293,0.00606479590371104,0.001312486518887403,0.21641066570505602
