# CDS alignment filter
# PYTHON VERSION: 3.9.12
# Script call:    06_aln_filter.py -i ../../04-Phylo/morphometrics-coding-bonsai/morpho-coding-nt-aln/ -f 175 -o ../../04-Phylo/morphometrics-coding-bonsai/morpho-coding-nt-aln-stats/ --count
# Runtime:        08/27/2022 19:56:07
# ----------------
# IO OPTIONS
# Input CDS directory:    /mnt/beegfs/gt156213e/murinae-seq/04-Phylo/morphometrics-coding-bonsai/morpho-coding-nt-aln
# Sequence gappiness threshold:20
# Codon site gappiness threshold:50
# Output directory:       /mnt/beegfs/gt156213e/murinae-seq/04-Phylo/morphometrics-coding-bonsai/morpho-coding-nt-aln-stats-f175-seq20-site50
# --count set:            Will not output sequences.
# Log file:               /mnt/beegfs/gt156213e/murinae-seq/04-Phylo/morphometrics-coding-bonsai/morpho-coding-nt-aln-stats-f175-seq20-site50/aln-stats-f175-seq20-site50.tab
# ----------------
# 08.27.2022 | 19:56:07 Beginning filter.
align	pre num seqs	pre codon aln length	pre avg nongap length	pre uniq seqs	pre ident seqs	pre gappy seqs	pre invariant sites	pre variant sites	pre informative sites	pre stop codons	pre percent sites with gap	pre gappy sites
ENSMUSP00000139427-mafft-cds.filter.fa	152	830	794.4078947368421	152	0	0	13600	112560	NA	0	626	625
ENSMUSP00000140942-mafft-cds.filter.fa	96	857	841.9166666666666	96	0	0	25242	57030	NA	0	255	250
ENSMUSP00000141865-mafft-cds.filter.fa	143	634	598.2097902097902	143	0	0	19633	71029	NA	0	323	322
ENSMUSP00000142326-mafft-cds.filter.fa	136	298	282.9632352941176	134	1	0	4380	36148	NA	0	201	199
ENSMUSP00000141566-mafft-cds.filter.fa	144	164	157.65972222222223	129	6	0	4090	19526	NA	0	51	49
ENSMUSP00000141279-mafft-cds.filter.fa	142	146	129.9718309859155	127	5	0	4734	15998	NA	0	31	29
ENSMUSP00000141807-mafft-cds.filter.fa	140	338	334.1642857142857	138	1	0	15225	32095	NA	0	83	82
ENSMUSP00000141967-mafft-cds.filter.fa	153	161	158.84313725490196	144	3	0	4513	20120	NA	0	38	37
ENSMUSP00000141869-mafft-cds.filter.fa	70	280	238.1	68	1	0	7022	12578	NA	0	112	95
ENSMUSP00000141592-mafft-cds.filter.fa	158	74	73.0	96	15	0	5280	6412	NA	0	1	0
ENSMUSP00000141280-mafft-cds.filter.fa	77	440	435.2987012987013	77	0	0	12755	21125	NA	0	45	44
ENSMUSP00000142659-mafft-cds.filter.fa	162	1065	1055.6975308641975	162	0	0	42575	129955	NA	0	341	341
ENSMUSP00000143298-mafft-cds.filter.fa	133	382	371.30827067669173	131	1	0	11722	39084	NA	0	171	170
ENSMUSP00000142823-mafft-cds.filter.fa	116	154	153.9051724137931	114	1	0	4362	13502	NA	0	1	1
ENSMUSP00000143550-mafft-cds.filter.fa	101	620	561.3267326732673	101	0	0	11404	51216	NA	0	320	317
ENSMUSP00000142609-mafft-cds.filter.fa	146	78	77.95205479452055	115	13	0	3746	7642	NA	0	1	1
ENSMUSP00000144631-mafft-cds.filter.fa	125	592	545.08	125	0	0	15452	58548	NA	0	372	372
ENSMUSP00000145827-mafft-cds.filter.fa	146	674	624.4246575342465	146	0	0	16487	81917	NA	0	397	395
ENSMUSP00000145676-mafft-cds.filter.fa	153	268	261.7124183006536	153	0	0	8057	32947	NA	0	92	90
ENSMUSP00000147211-mafft-cds.filter.fa	154	28	27.974025974025974	58	18	0	639	3673	NA	0	2	2
ENSMUSP00000147979-mafft-cds.filter.fa	91	127	125.95604395604396	91	0	0	3218	8339	NA	0	23	23
ENSMUSP00000148274-mafft-cds.filter.fa	160	123	121.86875	129	8	0	5449	14231	NA	0	3	2
ENSMUSP00000150641-mafft-cds.filter.fa	138	284	279.17391304347825	138	0	0	7524	31668	NA	0	91	91
ENSMUSP00000149815-mafft-cds.filter.fa	126	695	668.3253968253969	126	0	0	10865	76705	NA	0	514	507
ENSMUSP00000150192-mafft-cds.filter.fa	164	190	189.9268292682927	134	11	0	9996	21164	NA	0	0	0
ENSMUSP00000150540-mafft-cds.filter.fa	158	372	370.55696202531647	158	0	0	12597	46179	NA	0	61	61
ENSMUSP00000150753-mafft-cds.filter.fa	153	261	256.63398692810455	149	2	0	11059	28874	NA	0	76	76
ENSMUSP00000150272-mafft-cds.filter.fa	156	648	621.2435897435897	156	0	0	15041	86047	NA	0	529	529
ENSMUSP00000150280-mafft-cds.filter.fa	153	765	746.8823529411765	153	0	0	36722	80323	NA	0	338	334
ENSMUSP00000150821-mafft-cds.filter.fa	116	158	148.22413793103448	112	2	0	3745	14583	NA	0	64	64
ENSMUSP00000149181-mafft-cds.filter.fa	150	193	188.32666666666665	148	1	0	5373	23577	NA	0	27	23
ENSMUSP00000150823-mafft-cds.filter.fa	134	104	102.7089552238806	113	7	0	4366	9570	NA	0	2	1
ENSMUSP00000150045-mafft-cds.filter.fa	135	188	184.11851851851853	133	1	0	5569	19811	NA	0	60	60
ENSMUSP00000148965-mafft-cds.filter.fa	128	440	425.5703125	128	0	0	8377	47943	NA	0	207	205
ENSMUSP00000150376-mafft-cds.filter.fa	100	78	78.0	57	11	0	4021	3779	NA	0	0	0
ENSMUSP00000151002-mafft-cds.filter.fa	137	88	86.0	115	9	0	3109	8947	NA	0	7	7
ENSMUSP00000150112-mafft-cds.filter.fa	81	131	129.69135802469137	79	1	0	3088	7523	NA	0	15	15
ENSMUSP00000149139-mafft-cds.filter.fa	11	70	70.0	11	0	0	670	100	NA	0	0	0
ENSMUSP00000149819-mafft-cds.filter.fa	131	202	197.25190839694656	122	4	0	7258	19204	NA	0	71	68
ENSMUSP00000149356-mafft-cds.filter.fa	152	1284	1208.657894736842	152	0	0	63033	132135	NA	0	477	475
ENSMUSP00000150830-mafft-cds.filter.fa	109	1577	1417.8073394495414	109	0	0	20389	151504	NA	0	1259	1247
ENSMUSP00000151189-mafft-cds.filter.fa	153	260	259.4313725490196	153	0	0	9726	30054	NA	0	22	22
ENSMUSP00000149813-mafft-cds.filter.fa	151	710	684.0927152317881	151	0	0	19266	87944	NA	0	391	389
ENSMUSP00000149670-mafft-cds.filter.fa	111	925	841.1711711711712	111	0	0	15022	87653	NA	0	627	624
ENSMUSP00000149273-mafft-cds.filter.fa	105	212	208.6	103	1	0	8081	14179	NA	0	46	46
ENSMUSP00000150118-mafft-cds.filter.fa	157	188	187.56050955414014	155	1	0	10073	19443	NA	0	25	25
ENSMUSP00000150651-mafft-cds.filter.fa	149	103	102.91275167785236	95	14	0	8030	7317	NA	0	2	2
ENSMUSP00000151155-mafft-cds.filter.fa	131	233	229.8320610687023	131	0	0	6868	23655	NA	0	82	81
ENSMUSP00000149953-mafft-cds.filter.fa	158	2155	2086.9430379746836	158	0	0	55383	285107	NA	0	1609	1608
ENSMUSP00000149021-mafft-cds.filter.fa	124	921	876.5645161290323	124	0	0	26461	87743	NA	0	348	339
ENSMUSP00000149526-mafft-cds.filter.fa	158	678	655.5632911392405	158	0	0	26289	80835	NA	0	360	359
ENSMUSP00000149400-mafft-cds.filter.fa	160	32	31.9875	82	24	0	637	4483	NA	0	0	0
ENSMUSP00000150564-mafft-cds.filter.fa	152	188	182.33552631578948	121	11	0	5905	22671	NA	0	153	153
ENSMUSP00000149420-mafft-cds.filter.fa	134	1152	1072.865671641791	134	0	0	18495	135873	NA	0	763	754
ENSMUSP00000150729-mafft-cds.filter.fa	140	138	137.94285714285715	138	1	0	4256	15064	NA	0	0	0
ENSMUSP00000150566-mafft-cds.filter.fa	159	388	368.8805031446541	159	0	0	14348	47344	NA	0	174	174
ENSMUSP00000148901-mafft-cds.filter.fa	64	2236	1907.1875	64	0	0	38151	104953	NA	0	1467	1324
ENSMUSP00000149445-mafft-cds.filter.fa	163	867	837.7852760736197	163	0	0	25473	115848	NA	0	477	469
ENSMUSP00000149315-mafft-cds.filter.fa	135	58	57.0	89	15	0	2152	5678	NA	0	1	0
ENSMUSP00000149500-mafft-cds.filter.fa	161	208	207.8944099378882	155	2	0	8960	24528	NA	0	3	3
ENSMUSP00000150219-mafft-cds.filter.fa	159	67	65.0125786163522	153	3	0	1277	9376	NA	0	2	0
ENSMUSP00000149936-mafft-cds.filter.fa	128	345	320.8984375	128	0	0	8211	35949	NA	0	194	192
ENSMUSP00000150277-mafft-cds.filter.fa	54	419	402.2037037037037	54	0	0	6166	16460	NA	0	155	154
ENSMUSP00000149879-mafft-cds.filter.fa	162	368	363.2962962962963	160	1	0	18651	40965	NA	0	54	53
ENSMUSP00000150433-mafft-cds.filter.fa	145	929	889.7862068965517	145	0	0	21579	113126	NA	0	630	623
ENSMUSP00000150023-mafft-cds.filter.fa	130	379	366.33846153846156	128	1	0	14132	35138	NA	0	255	254
ENSMUSP00000150938-mafft-cds.filter.fa	150	922	891.3466666666667	150	0	0	19376	118924	NA	0	544	542
ENSMUSP00000150354-mafft-cds.filter.fa	143	841	793.2517482517483	143	0	0	11860	108403	NA	0	784	780
ENSMUSP00000150925-mafft-cds.filter.fa	150	198	196.93333333333334	126	9	0	9804	19896	NA	0	34	34
ENSMUSP00000149620-mafft-cds.filter.fa	148	322	305.6554054054054	140	3	0	13064	34592	NA	0	172	167
ENSMUSP00000151121-mafft-cds.filter.fa	152	690	665.5855263157895	152	0	0	18367	86513	NA	0	471	470
ENSMUSP00000150681-mafft-cds.filter.fa	118	107	105.87288135593221	114	2	0	3003	9623	NA	0	3	2
ENSMUSP00000150647-mafft-cds.filter.fa	105	346	341.4	105	0	0	8483	27847	NA	0	45	44
ENSMUSP00000149642-mafft-cds.filter.fa	125	42	41.968	89	9	0	1101	4149	NA	0	1	1
ENSMUSP00000148968-mafft-cds.filter.fa	136	4084	3946.875	136	0	0	82925	472499	NA	0	2757	2757
ENSMUSP00000149156-mafft-cds.filter.fa	128	1272	1147.609375	128	0	0	20391	142425	NA	0	1039	1034
ENSMUSP00000150147-mafft-cds.filter.fa	160	536	512.3625	160	0	0	17347	68413	NA	0	275	275
ENSMUSP00000149803-mafft-cds.filter.fa	148	135	133.77027027027026	135	5	0	6464	13516	NA	0	15	14
ENSMUSP00000149891-mafft-cds.filter.fa	162	135	134.5493827160494	156	3	0	4047	17823	NA	0	15	15
ENSMUSP00000149825-mafft-cds.filter.fa	157	90	88.85987261146497	84	17	0	4158	9972	NA	0	4	3
ENSMUSP00000149882-mafft-cds.filter.fa	146	201	197.66438356164383	140	3	0	10077	19269	NA	0	61	61
ENSMUSP00000150316-mafft-cds.filter.fa	165	150	149.64848484848486	148	7	0	7421	17329	NA	0	17	17
ENSMUSP00000150130-mafft-cds.filter.fa	124	131	130.33870967741936	118	3	0	4403	11841	NA	0	7	7
ENSMUSP00000149750-mafft-cds.filter.fa	157	1254	1190.312101910828	157	0	0	25544	171334	NA	0	973	967
ENSMUSP00000151342-mafft-cds.filter.fa	146	1052	996.1301369863014	146	0	0	36536	117056	NA	0	452	447
ENSMUSP00000152834-mafft-cds.filter.fa	135	630	589.4962962962964	135	0	0	19295	65755	NA	0	282	278
ENSMUSP00000156344-mafft-cds.filter.fa	156	1609	1545.2051282051282	156	0	0	29265	221739	NA	0	1142	1140
ENSMUSP00000158638-mafft-cds.filter.fa	159	88	86.9119496855346	96	20	0	5205	8787	NA	0	3	2
ENSMUSP00000158916-mafft-cds.filter.fa	137	218	210.94160583941607	129	4	0	8791	21075	NA	0	149	148
ENSMUSP00000159086-mafft-cds.filter.fa	154	267	259.59090909090907	144	5	0	15514	25604	NA	0	68	68
ENSMUSP00000158900-mafft-cds.filter.fa	122	528	491.1393442622951	122	0	0	11421	52995	NA	0	365	363
ENSMUSP00000158880-mafft-cds.filter.fa	160	345	338.8125	154	3	0	11156	44044	NA	0	181	181
ENSMUSP00000158925-mafft-cds.filter.fa	146	723	679.931506849315	146	0	0	19491	86067	NA	0	403	400
ENSMUSP00000158921-mafft-cds.filter.fa	128	1032	1013.4296875	128	0	0	32763	99333	NA	0	376	369
ENSMUSP00000159250-mafft-cds.filter.fa	65	460	395.24615384615385	65	0	0	12386	17514	NA	0	172	117
ENSMUSP00000159280-mafft-cds.filter.fa	161	304	295.639751552795	161	0	0	12667	36277	NA	0	120	120
ENSMUSP00000000365-mafft-cds.filter.fa	162	173	169.62345679012347	122	13	0	8842	19184	NA	0	38	38
ENSMUSP00000000412-mafft-cds.filter.fa	137	164	157.55474452554745	128	4	0	4318	18150	NA	0	84	82
ENSMUSP00000000804-mafft-cds.filter.fa	61	245	217.45901639344262	59	1	0	6131	8814	NA	0	106	85
ENSMUSP00000001156-mafft-cds.filter.fa	122	209	207.36885245901638	118	2	0	9484	16014	NA	0	51	51
ENSMUSP00000001202-mafft-cds.filter.fa	149	305	302.1677852348993	145	2	0	14347	31098	NA	0	123	123
ENSMUSP00000002029-mafft-cds.filter.fa	104	215	210.76923076923077	91	6	0	8982	13378	NA	0	7	3
ENSMUSP00000002079-mafft-cds.filter.fa	157	1725	1669.6114649681529	157	0	0	52582	218243	NA	0	1040	1037
ENSMUSP00000002080-mafft-cds.filter.fa	106	754	711.9433962264151	106	0	0	21749	58175	NA	0	364	355
ENSMUSP00000002081-mafft-cds.filter.fa	114	448	418.2719298245614	114	0	0	9633	41439	NA	0	332	330
ENSMUSP00000002084-mafft-cds.filter.fa	95	347	325.11578947368423	95	0	0	8347	24618	NA	0	167	165
ENSMUSP00000002090-mafft-cds.filter.fa	131	112	110.56488549618321	80	9	0	5913	8759	NA	0	23	22
ENSMUSP00000002091-mafft-cds.filter.fa	121	118	116.98347107438016	90	9	0	6734	7544	NA	0	2	1
ENSMUSP00000004326-mafft-cds.filter.fa	151	1820	1779.112582781457	151	0	0	81264	193556	NA	0	849	849
ENSMUSP00000006856-mafft-cds.filter.fa	138	386	374.4927536231884	138	0	0	9475	43793	NA	0	190	187
ENSMUSP00000008826-mafft-cds.filter.fa	120	140	137.89166666666668	120	0	0	1598	15202	NA	0	25	24
ENSMUSP00000009550-mafft-cds.filter.fa	145	420	401.848275862069	139	3	0	16013	44887	NA	0	157	156
ENSMUSP00000009875-mafft-cds.filter.fa	121	159	154.5206611570248	117	1	0	4296	14943	NA	0	59	58
ENSMUSP00000010127-mafft-cds.filter.fa	117	252	246.23076923076923	111	3	0	9793	19691	NA	0	48	47
ENSMUSP00000015427-mafft-cds.filter.fa	107	171	170.88785046728972	76	6	0	11073	7224	NA	0	2	2
ENSMUSP00000015433-mafft-cds.filter.fa	90	143	140.0888888888889	90	0	0	2820	10050	NA	0	28	27
ENSMUSP00000015435-mafft-cds.filter.fa	110	406	387.6363636363636	108	1	0	13552	31108	NA	0	207	206
ENSMUSP00000015484-mafft-cds.filter.fa	128	228	208.1015625	124	1	0	7079	22105	NA	0	68	68
ENSMUSP00000015486-mafft-cds.filter.fa	154	87	86.91558441558442	119	11	0	3450	9948	NA	0	2	2
ENSMUSP00000016383-mafft-cds.filter.fa	126	144	139.62698412698413	114	5	0	5609	12535	NA	0	47	47
ENSMUSP00000016463-mafft-cds.filter.fa	129	303	276.13953488372096	129	0	0	4154	34933	NA	0	145	134
ENSMUSP00000016471-mafft-cds.filter.fa	145	230	224.8896551724138	137	4	0	8657	24693	NA	0	94	92
ENSMUSP00000018739-mafft-cds.filter.fa	136	380	349.30882352941177	136	0	0	10173	41507	NA	0	219	218
ENSMUSP00000016553-mafft-cds.filter.fa	70	332	315.98571428571427	70	0	0	7219	16021	NA	0	162	160
ENSMUSP00000019231-mafft-cds.filter.fa	147	343	332.78231292517006	143	2	0	16946	33475	NA	0	83	78
ENSMUSP00000019503-mafft-cds.filter.fa	138	424	412.31159420289856	138	0	0	12447	46065	NA	0	242	240
ENSMUSP00000019701-mafft-cds.filter.fa	112	254	251.69642857142858	107	2	0	9058	19390	NA	0	90	90
ENSMUSP00000023832-mafft-cds.filter.fa	140	182	181.87857142857143	121	8	0	10863	14617	NA	0	0	0
ENSMUSP00000024049-mafft-cds.filter.fa	70	107	105.11428571428571	60	3	0	2630	4860	NA	0	14	14
ENSMUSP00000026013-mafft-cds.filter.fa	34	122	103.0	26	3	0	3346	802	NA	0	19	0
ENSMUSP00000026014-mafft-cds.filter.fa	134	269	264.1268656716418	128	3	0	12294	23752	NA	0	63	63
ENSMUSP00000026016-mafft-cds.filter.fa	111	101	100.98198198198199	79	9	0	4867	6344	NA	0	1	1
ENSMUSP00000026018-mafft-cds.filter.fa	155	188	185.1225806451613	153	1	0	3255	25885	NA	0	49	48
ENSMUSP00000026029-mafft-cds.filter.fa	69	224	217.5072463768116	69	0	0	2158	13298	NA	0	38	35
ENSMUSP00000026036-mafft-cds.filter.fa	164	80	79.98170731707317	130	9	0	3298	9822	NA	0	0	0
ENSMUSP00000026142-mafft-cds.filter.fa	125	705	682.808	125	0	0	31883	56242	NA	0	163	155
ENSMUSP00000026288-mafft-cds.filter.fa	138	295	287.4782608695652	134	2	0	6664	34046	NA	0	107	105
ENSMUSP00000026289-mafft-cds.filter.fa	129	249	245.31007751937983	127	1	0	6174	25947	NA	0	37	35
ENSMUSP00000026292-mafft-cds.filter.fa	157	3058	2935.2738853503183	157	0	0	98855	381251	NA	0	2212	2195
ENSMUSP00000026318-mafft-cds.filter.fa	58	163	137.79310344827587	39	5	0	5365	4089	NA	0	28	3
ENSMUSP00000026383-mafft-cds.filter.fa	87	252	245.1264367816092	79	4	0	5423	16501	NA	0	100	99
ENSMUSP00000026599-mafft-cds.filter.fa	126	101	99.58730158730158	121	2	0	1882	10844	NA	0	12	11
ENSMUSP00000026607-mafft-cds.filter.fa	129	406	394.6046511627907	129	0	0	6256	46118	NA	0	120	119
ENSMUSP00000026750-mafft-cds.filter.fa	134	555	515.4104477611941	134	0	0	16869	57501	NA	0	323	322
ENSMUSP00000033383-mafft-cds.filter.fa	145	806	771.9241379310345	145	0	0	26099	90771	NA	0	442	437
ENSMUSP00000033313-mafft-cds.filter.fa	122	63	63.0	70	16	0	2446	5240	NA	0	0	0
ENSMUSP00000033414-mafft-cds.filter.fa	109	178	176.76146788990826	101	4	0	8618	10784	NA	0	1	0
ENSMUSP00000033427-mafft-cds.filter.fa	129	218	200.6201550387597	127	1	0	9075	19047	NA	0	52	51
ENSMUSP00000033419-mafft-cds.filter.fa	144	895	860.2847222222222	144	0	0	28728	100152	NA	0	640	638
ENSMUSP00000033433-mafft-cds.filter.fa	136	106	103.81617647058823	119	8	0	3101	11315	NA	0	11	9
ENSMUSP00000033430-mafft-cds.filter.fa	112	238	236.85714285714286	97	7	0	13680	12976	NA	0	1	0
ENSMUSP00000033442-mafft-cds.filter.fa	155	1228	1192.516129032258	155	0	0	36409	153931	NA	0	707	705
ENSMUSP00000033444-mafft-cds.filter.fa	142	340	326.443661971831	142	0	0	10234	38046	NA	0	185	185
ENSMUSP00000033450-mafft-cds.filter.fa	139	347	331.51798561151077	139	0	0	6451	41782	NA	0	275	275
ENSMUSP00000033464-mafft-cds.filter.fa	81	263	260.14814814814815	77	2	0	11963	9340	NA	0	16	14
ENSMUSP00000033466-mafft-cds.filter.fa	105	175	174.98095238095237	103	1	0	7341	11034	NA	0	0	0
ENSMUSP00000033468-mafft-cds.filter.fa	62	333	297.53225806451616	60	1	0	8931	11715	NA	0	110	84
ENSMUSP00000033477-mafft-cds.filter.fa	142	133	131.98591549295776	120	9	0	6525	12361	NA	0	2	1
ENSMUSP00000033483-mafft-cds.filter.fa	72	132	113.88888888888889	52	6	0	5943	3561	NA	0	19	1
ENSMUSP00000033485-mafft-cds.filter.fa	71	465	411.53521126760563	71	0	0	9785	23230	NA	0	141	114
ENSMUSP00000033489-mafft-cds.filter.fa	63	104	103.9047619047619	45	7	0	4124	2428	NA	0	1	1
ENSMUSP00000033490-mafft-cds.filter.fa	143	58	56.95804195804196	98	12	0	2375	5919	NA	0	3	2
ENSMUSP00000033497-mafft-cds.filter.fa	153	235	227.99346405228758	153	0	0	5006	30949	NA	0	100	97
ENSMUSP00000033505-mafft-cds.filter.fa	64	141	131.84375	62	1	0	3756	5268	NA	0	11	2
ENSMUSP00000033509-mafft-cds.filter.fa	142	43	42.99295774647887	82	21	0	1788	4318	NA	0	0	0
ENSMUSP00000033522-mafft-cds.filter.fa	78	320	293.3974358974359	78	0	0	5016	19944	NA	0	73	56
ENSMUSP00000033532-mafft-cds.filter.fa	136	920	887.8897058823529	136	0	0	32529	92591	NA	0	346	339
ENSMUSP00000033549-mafft-cds.filter.fa	163	266	264.7361963190184	153	4	0	13330	30028	NA	0	6	5
ENSMUSP00000033553-mafft-cds.filter.fa	149	602	574.4765100671141	147	1	0	13899	75799	NA	0	459	459
ENSMUSP00000033554-mafft-cds.filter.fa	151	452	427.88079470198676	144	3	1	22288	45964	NA	0	152	152
ENSMUSP00000033556-mafft-cds.filter.fa	72	216	212.44444444444446	70	1	0	5030	10522	NA	0	46	46
ENSMUSP00000033567-mafft-cds.filter.fa	126	203	196.23015873015873	121	2	0	5174	20404	NA	0	51	51
ENSMUSP00000033570-mafft-cds.filter.fa	92	310	300.5	85	3	0	9599	18921	NA	0	114	114
ENSMUSP00000033575-mafft-cds.filter.fa	69	519	502.27536231884056	69	0	0	13898	21913	NA	0	68	56
ENSMUSP00000033577-mafft-cds.filter.fa	133	37	36.962406015037594	75	16	0	769	4152	NA	0	0	0
ENSMUSP00000033581-mafft-cds.filter.fa	149	81	81.0	63	15	0	6415	5654	NA	0	0	0
ENSMUSP00000033591-mafft-cds.filter.fa	146	184	177.6164383561644	135	5	0	8863	18001	NA	0	73	70
ENSMUSP00000033602-mafft-cds.filter.fa	153	192	191.6797385620915	126	9	0	13796	15580	NA	0	13	13
ENSMUSP00000033606-mafft-cds.filter.fa	119	221	216.7058823529412	117	1	0	9745	16554	NA	0	59	59
ENSMUSP00000033608-mafft-cds.filter.fa	124	360	340.93548387096774	124	0	0	15277	29363	NA	0	126	126
ENSMUSP00000033609-mafft-cds.filter.fa	165	399	384.1636363636364	165	0	0	11811	54024	NA	0	135	131
ENSMUSP00000033610-mafft-cds.filter.fa	142	326	310.0422535211268	140	1	0	8639	37653	NA	0	180	179
ENSMUSP00000033611-mafft-cds.filter.fa	159	200	198.21383647798743	142	8	0	10230	21570	NA	0	31	31
ENSMUSP00000033617-mafft-cds.filter.fa	107	319	310.2429906542056	107	0	0	9598	24535	NA	0	128	128
ENSMUSP00000033621-mafft-cds.filter.fa	72	64	63.84722222222222	60	6	0	1940	2668	NA	0	0	0
ENSMUSP00000033642-mafft-cds.filter.fa	154	265	262.2142857142857	146	4	0	14558	26252	NA	0	60	59
ENSMUSP00000033650-mafft-cds.filter.fa	147	111	110.93197278911565	106	9	0	6459	9858	NA	0	3	3
ENSMUSP00000033673-mafft-cds.filter.fa	107	452	429.3457943925234	107	0	0	11080	37284	NA	0	192	182
ENSMUSP00000033674-mafft-cds.filter.fa	144	325	310.375	139	2	0	19722	27078	NA	0	78	77
ENSMUSP00000033683-mafft-cds.filter.fa	146	260	249.43835616438355	146	0	0	2328	35632	NA	0	155	151
ENSMUSP00000033689-mafft-cds.filter.fa	51	291	268.03921568627453	49	1	0	5571	9270	NA	0	93	89
ENSMUSP00000033695-mafft-cds.filter.fa	145	220	219.33793103448275	131	7	0	12844	19056	NA	0	23	23
ENSMUSP00000033715-mafft-cds.filter.fa	134	53	52.917910447761194	78	15	0	2271	4831	NA	0	2	2
ENSMUSP00000033692-mafft-cds.filter.fa	131	171	167.0381679389313	119	5	0	5489	16912	NA	0	37	34
ENSMUSP00000033717-mafft-cds.filter.fa	124	128	126.86290322580645	114	4	0	4506	11366	NA	0	4	3
ENSMUSP00000033720-mafft-cds.filter.fa	140	392	372.3857142857143	140	0	0	6949	47931	NA	0	137	131
ENSMUSP00000033723-mafft-cds.filter.fa	140	40	39.92142857142857	61	16	0	1879	3721	NA	0	1	1
ENSMUSP00000033725-mafft-cds.filter.fa	134	205	198.43283582089552	128	3	0	7838	19632	NA	0	84	81
ENSMUSP00000033730-mafft-cds.filter.fa	100	383	380.93	98	1	0	12409	25891	NA	0	54	54
ENSMUSP00000033731-mafft-cds.filter.fa	126	61	59.93650793650794	64	12	0	3703	3983	NA	0	2	1
ENSMUSP00000033737-mafft-cds.filter.fa	118	114	113.03389830508475	102	6	0	3914	9538	NA	0	17	17
ENSMUSP00000033739-mafft-cds.filter.fa	64	117	116.421875	56	3	0	3744	3744	NA	0	1	1
ENSMUSP00000033738-mafft-cds.filter.fa	155	236	233.96774193548387	151	2	0	9162	27418	NA	0	64	64
ENSMUSP00000033751-mafft-cds.filter.fa	103	281	260.41747572815535	103	0	0	10098	18845	NA	0	53	52
ENSMUSP00000033765-mafft-cds.filter.fa	149	294	293.3691275167785	139	5	0	18199	25607	NA	0	22	22
ENSMUSP00000033749-mafft-cds.filter.fa	163	31	31.0	41	20	0	1998	3055	NA	0	0	0
ENSMUSP00000033761-mafft-cds.filter.fa	144	1813	1717.923611111111	144	0	0	51410	209662	NA	0	1299	1297
ENSMUSP00000033800-mafft-cds.filter.fa	127	173	169.3228346456693	66	17	0	11499	10472	NA	0	56	55
ENSMUSP00000033806-mafft-cds.filter.fa	77	177	168.02597402597402	75	1	0	3280	10349	NA	0	21	14
ENSMUSP00000045304-mafft-cds.filter.fa	115	126	123.80869565217391	113	1	0	2787	11703	NA	0	22	22
ENSMUSP00000044094-mafft-cds.filter.fa	136	846	832.5367647058823	134	1	0	39397	75659	NA	0	187	187
ENSMUSP00000044491-mafft-cds.filter.fa	127	876	834.9527559055118	127	0	0	18579	92673	NA	0	456	449
ENSMUSP00000041210-mafft-cds.filter.fa	129	183	180.5503875968992	125	2	0	5277	18330	NA	0	38	37
ENSMUSP00000044926-mafft-cds.filter.fa	86	40	39.98837209302326	27	10	0	1618	1822	NA	0	0	0
ENSMUSP00000044734-mafft-cds.filter.fa	93	165	164.19354838709677	72	7	0	6853	8492	NA	0	15	15
ENSMUSP00000039443-mafft-cds.filter.fa	160	887	865.05625	156	2	0	55053	86867	NA	0	203	203
ENSMUSP00000044317-mafft-cds.filter.fa	76	292	277.0657894736842	76	0	0	8504	13688	NA	0	62	62
ENSMUSP00000038655-mafft-cds.filter.fa	136	276	271.875	136	0	0	5076	32460	NA	0	67	66
ENSMUSP00000038964-mafft-cds.filter.fa	113	151	146.15929203539824	108	2	0	4892	12171	NA	0	28	26
ENSMUSP00000047655-mafft-cds.filter.fa	145	238	231.19310344827585	136	4	0	7052	27458	NA	0	120	119
ENSMUSP00000044054-mafft-cds.filter.fa	95	127	126.50526315789473	79	6	0	5561	6504	NA	0	16	16
ENSMUSP00000049063-mafft-cds.filter.fa	153	926	895.9607843137255	153	0	0	20919	120759	NA	0	567	565
ENSMUSP00000048721-mafft-cds.filter.fa	55	105	104.89090909090909	48	3	0	2549	3226	NA	0	1	1
ENSMUSP00000046514-mafft-cds.filter.fa	112	46	45.9375	58	16	0	1872	3280	NA	0	1	1
ENSMUSP00000040550-mafft-cds.filter.fa	70	79	78.98571428571428	53	4	0	2475	3055	NA	0	0	0
ENSMUSP00000047756-mafft-cds.filter.fa	83	381	379.71084337349396	83	0	0	14521	17102	NA	0	6	5
ENSMUSP00000036085-mafft-cds.filter.fa	152	105	104.9407894736842	94	18	0	4007	11953	NA	0	0	0
ENSMUSP00000042715-mafft-cds.filter.fa	157	375	371.4331210191083	153	2	0	19153	39722	NA	0	30	28
ENSMUSP00000047615-mafft-cds.filter.fa	101	62	61.99009900990099	42	15	0	3549	2713	NA	0	0	0
ENSMUSP00000044521-mafft-cds.filter.fa	112	522	501.1607142857143	112	0	0	15108	43356	NA	0	178	169
ENSMUSP00000037629-mafft-cds.filter.fa	132	298	285.74242424242425	120	4	0	9827	29509	NA	0	114	114
ENSMUSP00000041456-mafft-cds.filter.fa	157	332	326.7261146496815	149	4	0	15410	36714	NA	0	142	142
