,Taxon,states,Locomotor Mode Notes,Source (Author; Title; Year),Scoring_1,Locomotor type,Add. Notes,Geographic Region,Taxon_Loc1,Taxon_Loc2,Taxon_clade,Geo_1,Multiple_Geo,Total Length,Head/Body Length,Tail Length,TAIL_Index,Hind Foot Length,Ear Length,Adult.mass.g,Tail/Body ratio,HindFoot/Body ratio,litter size,Genus,Species,"Mass(from lit, not averages)",Sequence_data _NOT UPDATED
Batomys_dentatus,Batomys_dentatus,C,Based on other Batomys,"Heany, The Mammals of Luzon Island pg. 124",,,"The vibrissae are usuallly long, extending beyond the ears. Very poorly known in all respects, only holotype",Philippines,1,,1,9,,380,195,185,0.486842105,36,21,196,0.948717949,0.184615385,NA,Batomys,dentatus,196,N
Maxomys_pagensis,Maxomys_pagensis,T,"terrestrial, no known climbing activity","Nowak, Walker's Mammals of the World fifth edition Volume 2 p. 833",2,,,Mentawai Islands off western Sumatra,,,,3,,376.1,196.8,179.3,0.476734911,43,23.4,196,0.911077236,0.218495935,3.54,Maxomys,pagensis,196,Y
Rattus_praetor,Rattus_praetor,T,"strong burrower, forages terrestrially","Flannery, Mammals of New Guniea p.334 / Flannery, Mammals of the South-West Pacific & Moluccan Islands p. 159",2,,,"New Guinea / New Ireland, the Solomon Islands, New Britain",3,,2,5,,363,196.7,166.3,0.458126722,35.5,18.2,196.565,0.845449924,0.180477885,3.935,Rattus,praetor,198.7,Y
Sundamys_annandalei,Sundamys_annandalei,C,"Found mainly low in trees, but sometimes also on the ground / suggested that it was localised, confined to secondary woodland and scrub. However, in Selangor, it was common in lowland secondary forests and in kampong rubber estates; here it was trapped in the lower branches of trees and also on the ground.","Nowak, Walker's Mammals of the World fifth edition Volume 2 p. 787/ Francis, A Guide to the Mammals of Southeast Asia p. 354 / Pimsai et al Leopoldamys etc",1,,,"Malay Peninsula, Sumatra, and nearby islands",,,,3,,397.5,182.5,215,0.540880503,37.5,20.5,197.49,1.178082192,0.205479452,NA,Rattus,annandalei,216.1,Y
Tryphomys_adustus,Tryphomys_adustus,T,"Most specimens were captured in secondary or primary forest, but others were captured in grass and shrubs adjacent to ricefields; it seems that most were trapped near water/ the long and narrow hindfeet have especially large claws","Heany, The Mammals of Luzon Island pg. 172 / Nowak, Walker's Mammals of the World fifth edition Volume 2 p. 791",2,,,Philippines ,1,,NA,9,,341,175.5,165.5,0.485337243,39,20,198,0.943019943,0.222222222,NA,Tryphomys,adustus,198,N
Conilurus_albipes,Conilurus_albipes,C,Sleeps during the day in hollow limbs of trees,"Strahan, Complete Book of Australian Mammals p. 382 / Nowak, Walker's Mammals of the World fifth edition Volume 2 p. 816 / Van Dyck and Strahan, The Mammals of Australia 3rd edition",1,,Extinct,"Australia/ Queensland, New South Wales, Victoria",3,2,1,6,,500,260,240,0.48,,,200,0.923076923,0,NA,Conilurus,albipes,200,N
Maxomys_hellwaldii,Maxomys_hellwaldii,T,terrestrial,"Nowak, Walker's Mammals of the World fifth edition Volume 2 p. 834 / JAE field notes",2,,Possible syn. Rattus hellwaldi needs more research,Sulawesi,2,,3,4,,385.4,206.1,179.3,0.465230929,37.4,21.3,203,0.869966036,0.181465308,NA,Maxomys,hellwaldii,203,Y
Rattus_leucopus,Rattus_leucopus,T,appears entirely terrestrial / Terrestrial / has been caught in understorey,"Flannery, Mammals of New Guniea p.330 / Strahan, Complete Book of Australian Mammals p. 446 / Flannery, Mammals of the South-West Pacific & Moluccan Islands p. 155 / Nowak, Walker's Mammals of the World fifth edition Volume 2 p. 787 / Rader and Krockenberger 2006 Vertical habitat Australia",2,,,New Guinea/ Australia/ Wokam/ northern Queensland,3,,2,5,,377.6,201.3,176.3,0.466896186,38.8,20.2,205.845,0.875807253,0.192747144,3.4625,Rattus,leucopus,210.8,Y
Rattus_villosissimus,Rattus_villosissimus,T,Do not climb,"Strahan, Complete Book of Australian Mammals p. 450 / IUCN map",2,,,Australia,3,,2,6,,303.5,158,145.5,0.479406919,32,20,207.03,0.920886076,0.202531646,5.995,Rattus,villosissimus,192.3,Y
Nesokia_indica,Nesokia_indica,T,"Habitat: cultivated fields and garden in urban areas in the North Indian plains/ dig extensive burrows, adults rarely emerge above ground","Kingdon, Mammals of Africa p. 506 / Nowak, Walker's Mammals of the World fifth edition Volume 2 p. 828 / Menon, Mammals of India p.135/ Smith and Xie, A Guide to the Mammals of China p. 265",2,,,Africa/ Egypt to Sinkiang and northern India/ China,,,,7,,304,183,121,0.398026316,39,20,211.04,0.661202186,0.213114754,4.1575,Nesokia,indica,244,Y
Mammelomys_rattoides,Mammelomys_rattoides,T,"trapped by burrows, no known climbing activity","Flannery, Mammals of New Guniea p.307 / Flannery, Mammals of the South-West Pacific & Moluccan Islands p. 144",2,,Syn. Melomys rattoides (IUNC redlist),New Guinea/ Japen,3,1,1,5,,326,200,126,0.386503068,38,15,212.245,0.63,0.19,1.6425,Mammelomys,rattoides,215,Y
Rattus_marmosurus,Rattus_marmosurus,T,Elton Traits,"Nowak, Walker's Mammals of the World fifth edition Volume 2 p. 787",,,,northern and central Sulawesi,2,,4,4,,,,,#DIV/0!,,,217,#DIV/0!,#DIV/0!,NA,Rattus,marmosurus,217,N
Leopoldamys_neilli,Leopoldamys_neilli,T,Habitat: limestone cliffs/ climbs among rocks and caves,"Lekagul and McNeely, Mammals of Thailand p. 485 / Francis, A Guide to the Mammals of Southeast Asia p. 364",2,,Syn. Rattus neilli,Thailand,,,,2,,487,217,270,0.554414784,42,27,219,1.244239631,0.193548387,NA,Leopoldamys,neilli,219,Y
Taeromys_microbullatus,Taeromys_microbullatus,T,Elton Traits,,,,,Sulawesi,2,,2,4,,,,,#DIV/0!,,,225,#DIV/0!,#DIV/0!,NA,Taeromys,microbullatus,225,N
Taeromys_arcuatus,Taeromys_arcuatus,T,Elton Traits,,,,,"Indonesia, Sulawesi",2,,1,4,,,,,#DIV/0!,,,227,#DIV/0!,#DIV/0!,NA,Taeromys,arcuatus,227,N
Bandicota_savilei,Bandicota_savilei,T,"Occurs in open degraded habitats including ricefields and cornfields, as well as edges of natural forest. Mainly in lowland areas","Lekagul and McNeely, Mammals of Thailand p. 427 / Nowak, Walker's Mammals of the World fifth edition Volume 2 p. 827/ Francis, A Guide to the Mammals of Southeast Asia p. 355",2,,,Thailand/ central Burma to south Vietnam,,,,2,,355,196,159,0.447887324,37,24,229.815,0.81122449,0.18877551,NA,Bandicota,savilei,199,Y
Berylmys_berdmorei,Berylmys_berdmorei,T,Caught in traplines set in swampy forests and marshy grass/ mainly terrestrial,"Lekagul and McNeely, Mammals of Thailand p. 442 / Nowak, Walker's Mammals of the World fifth edition Volume 2 p. 834 / Francis, A Guide to the Mammals of Southeast Asia p. 356",2,,Syn.Rattus berdmorei,"Thailand/ Burma, Vietnam, Con Son Island",,,,2,,373,205,168,0.450402145,38,24.5,235,0.819512195,0.185365854,NA,Berylmys,berdmorei,235,Y
Hyorhinomys_stuempkei,Hyorhinomys_stuempkei,T,"vermivore, only caught on ground, ong hind feet suggest hopping",,2,,,Sulawesi,2,,1,4,,403.5,193.5,210,0.520446097,53,40,235,1.085271318,0.273901809,NA,Hyorhinomys,stuempkei,235,Y
Bandicota_bengalensis,Bandicota_bengalensis,SA,"A good swimmer, often found in wet rice fields","Nowak, Walker's Mammals of the World fifth edition Volume 2 p. 827 / Francis, A Guide to the Mammals of Southeast Asia p. 356",2,,,"Pakistan to Burma, Sri Lanka, Penang Island off of west coast of Malay Peninsula, Sumatra, Java, Vietnam",,,,1,,346.5,195,151.5,0.437229437,34.8,22,235.645,0.776923077,0.178461539,7.4575,Bandicota,bengalensis,244.3,Y
Rattus_bontanus,Rattus_bontanus,T,Elton Traits,,,,,Sulawesi,2,,4,4,,,,,#DIV/0!,,,239,#DIV/0!,#DIV/0!,NA,Rattus,bontanus,239,N
Rattus_mordax,Rattus_mordax,T,"in forest, grassland, and savannah, no indication of climbing","Flannery, Mammals of the South-West Pacific & Moluccan Islands p. 156",2,,,New Guinea and surrounding islands,3,,2,5,,340.5,194,146.5,0.430249633,38.6,19.5,242.5,0.755154639,0.198969072,2.96,Rattus,mordax,255,N
Taeromys_taerae,Taeromys_taerae,T,Elton Traits,,,,Syn. T. tatei,Sulawesi,2,,2,4,,,,,#DIV/0!,,,247,#DIV/0!,#DIV/0!,4.37,Taeromys,taerae,247,Y
Taeromys_celebensis,Taeromys_celebensis,C,"terrestrial, but may be cought on small vines above the ground / terrestrial-arboreal in Musser 2014, only member of the genus listed as such","Musser 1983 Sumatra / Systematic revision of Bunomys, Musser, 2014",1,,,Sulawesi,2,,2,4,,498.6,224,274.6,0.550742078,50.1,26.6,252.7,1.225892857,0.223660714,NA,Taeromys,celebensis,252.7,Y
Echiothrix_centrosa,Echiothrix_centrosa,T,"terrestrial, vermivore, bipedal?",JAE/  Musser and Durden 2014,2,,,Sulawesi,2,,1,4,,447,205,242,0.541387025,51,34,253,1.180487805,0.248780488,NA,Echiothrix,centrosa,253,Y
Berylmys_mackenziei,Berylmys_mackenziei,T,"Specimen collected by a pond, in an open area cleared from hill evergreen forest of oak and chestnut/ terrestrial, probably lives in forest","Lekagul and McNeely, Mammals of Thailand p. 443 / Nowak, Walker's Mammals of the World fifth edition Volume 2 p. 834/ Musser and Newcomb, Malaysian murids and the Giant rat of Sumatra p. 377",2,,Syn.Rattus mackenziei,"Thailand/ Assam, Burma, China, Vietnam",,,,2,,454,210,244,0.537444934,49,29,265,1.161904762,0.233333333,NA,Berylmys,mackenziei,265,N
Abditomys_latidens,Abditomys_latidens,A,"Seen and captured in a tree, the long tail implies that it is probably arboreal/ the long tail, large hindfeet, and sharp claws and nails suggest it is highly arboreal","Heany, The Mammals of Luzon Island pg. 168 / Nowak, Walker's Mammals of the World fifth edition Volume 2 p. 778",1,,Mammal Species of the World,Philippines,1,1,3,9,,480.5,224,256.5,0.533818939,46,22.5,268.545,1.145089286,0.205357143,NA,Abditomys,latidens,269,N
Eropeplus_canus,Eropeplus_canus,C,Elton Traits,"Nowak, Walker's Mammals of the World fifth edition Volume 2 p. 784",,,,middle Sulawesi,2,,2,4,,543,266,277,0.510128913,48,26.5,275,1.041353383,0.180451128,NA,Eropeplus,canus,275,Y
Macruromys_elegans,Macruromys_elegans,T,"Ziegler (1982b) stated that the two species are very scarce, terrestrial herbivores probably subsisting primarily on very soft vegetation. Known only from the type series","Flannery, Mammals of New Guniea p.282 / Nowak, Walker's Mammals of the World fifth edition Volume 2 p. 814",,,Only known from type series as of 1995,New Guinea,3,1,1,5,,375,155,220,0.586666667,37,15,277.9,1.419354839,0.238709677,NA,Macruromys,elegans,277.9,N
Leopoldamys_ciliatus,Leopoldamys_ciliatus,C,"Lim (1970) suggests that it is restricted to primary forests and although primarily a ground-dweller, also climbs trees; its nests were found in tree holes (nearly two metres above the ground) and in fallen logs.",Pimsai et al Leopoldamys etc,1,,,Sunda,,,,3,,585,251,334,0.570940171,53,,290,1.330677291,0.211155379,1.94,Leopoldamys,ciliatus,290,N
Leporillus_apicalis,Leporillus_apicalis,C,Have been found in tree hollows. Built stick nests ,"Strahan, Complete Book of Australian Mammals p. 425 / Van Dyck and Strahan, The Mammals of Australia 3rd edition / IUCN map",1,,They believe it is extinct ,Australia,3,2,1,6,,420,190,230,0.547619048,43,33,300,1.210526316,0.22631579,NA,Leporillus,apicalis,150,N
Mesembriomys_macrurus,Mesembriomys_macrurus,A,"Has nocturnal arboreal habits but also forages on the ground / It roosts in tree hollows or, less commonly, in loosely woven nests under the spiky crown of pandanus. Its diet includes seeds, fruits, invertebrates, grass and leaves, and it forages both on the ground and in trees ","Strahan, Complete Book of Australian Mammals p. 385 / Woinarsky 2005 Mesembriomys macrurus / Van Dyck and Strahan, The Mammals of Australia 3rd editionTanimbar Island  / IUCN map / Watts Rodents of Australia",1,,,Australia,3,,1,5,,577,250,327,0.566724437,50,25,300,1.308,0.2,2,Mesembriomys,macrurus,267,Y
Sundamys_muelleri,Sundamys_muelleri,C,"Swim readily, are terrestrial, some individuals have been found in tree branches/ Terrestrial but can also climb. Often found near streams/ A radio tracking study showed that they had elongated home ranges along river banks and that they frequently swam across the river. Day time spent under logs or in holes. Primarily terrestrial but has been taken on branches of trees","Nowak, Walker's Mammals of the World fifth edition Volume 2 p. 777 / Francis, A Guide to the Mammals of Southeast Asia p. 359/ Musser and Newcomb, Malaysian murids and the Giant rat of Sumatra p. 445, 447 / IUCN map",1,,Syn. Rattus muelleri / Locomotor mode notes are general about genus,"Thailand/ Malay Peninsula, Sumatra, Borneo, Palawan (Philippines), and many small nearby islands",,,,3,,547.5,243.8,303.7,0.554703196,47,23.5,300.44,1.245693191,0.192780968,3.8,Sundamys,muelleri,244.4,Y
Rattus_xanthurus,Rattus_xanthurus,T,It is a terrestrial species that has been recorded from primary lowland tropical moist forest.,"Nowak, Walker's Mammals of the World fifth edition Volume 2 p. 787 / Musser 1983 Sumatra / Musser 1981 in Contributions to mammalogy in honor of Karl F. Koopman",2,,Syn. Taeromys paraxanthus,Sulawesi and nearby Peleng Island,2,,4,4,,559,247.3,311.7,0.557602862,46.7,23,303,1.260412455,0.188839466,NA,Rattus,xanthurus,303,Y
Rattus_everetti,Rattus_everetti,C,Forage on the ground and in trees ,"Heany, The Mammals of Luzon Island pg. 171",1,,"Syn. R. tyrannus, R. gala",Philippines,1,,2,9,,434.5,222,212.5,0.489067894,46,27,304.265,0.957207207,0.207207207,NA,Rattus,everetti,355,Y
Paruromys_dominator,Paruromys_dominator,C,"Easily trapped on the ground, on top of fallen tree trunks, or in tangles of woody vines and crowns of short trees. ","Nowak, Walker's Mammals of the World fifth edition Volume 2 p. 793",1,,,Sulawesi,2,,2,4,,486.5,223.5,263,0.540596095,51.9,29.7,304.605,1.176733781,0.232214765,NA,Paruromys,dominator,283.9,Y
Rattus_enganus,Rattus_enganus,T,known only from holotype / Elton Traits,"Nowak, Walker's Mammals of the World fifth edition Volume 2 p. 787 / Musser 1983 Sumatra",,,,Enggano Island off southwestern Sumatra,,,,3,,485,228,257,0.529896907,46,,305,1.127192982,0.201754386,NA,Rattus,enganus,305,N
Rattus_feliceus,Rattus_feliceus,T,Type series were 'trapped in heavy jungle in precipitous limestone country'. ,"Flannery, Mammals of the South-West Pacific & Moluccan Islands p. 153",,,,Seram,2,,NA,4,,393,213,180,0.458015267,46,22.5,306,0.845070423,0.215962441,3.475,Rattus,feliceus,306,N
Taeromys_callitrichus,Taeromys_callitrichus,T,terrestrial,"Musser, Novitates #2365 Results of the Archibold expeditions. No. 89 Notes on the Taxonomic Status of Rattus and Mus p. 5 / Musser 1983 Sumatra",2,,Syn. Mus callitrichus,Sulawesi,2,,2,4,,486,233.8,252.2,0.518930041,52.6,27.2,318.6,1.078699743,0.224978614,NA,Taeromys,callitrichus,318.6,N
Rattus_stoicus,Rattus_stoicus,T,"nocturnal, nothing else known / Elton Traits","Nowak, Walker's Mammals of the World fifth edition Volume 2 p. 787 / Musser 1983 Sumatra",,,,Andaman Islands,,,,2,,432,235,197,0.456018519,47,,323,0.838297872,0.2,NA,Rattus,stoicus,323,N
Lenomys_meyeri,Lenomys_meyeri,C,They could also move along branches; their short and wide feet with huge fleshy pads and curved claws are fit for climbing – this species nests in ground burrows and likely forages during the night on substrates above ground in the understorey.,"Flannery, Mammals of the South-West Pacific & Moluccan Islands p. 129/ Measurements from Musser Part II Taxonomic Tapestries p. 35",1,,,"Sangihe, Sulawesi",2,,2,4,,530.625,264.125,266.5,0.502237927,47,27,325,1.008991955,0.177946048,NA,Lenomys,meyeri,325,Y
Leopoldamys_edwardsi,Leopoldamys_edwardsi,C,Terrestrial but will climb short distances for food,"Lekagul and McNeely, Mammals of Thailand p. 481 / Nowak, Walker's Mammals of the World fifth edition Volume 2 p. 834 / Smith and Xie, A Guide to the Mammals of China p. 261",1,,Syn. Rattus edwardsi,"Thailand/ northern India to southeastern China and central Vietnam, mainland Malaysia, Sumatra",,,,2,,546,246,300,0.54945055,48,31,325.91,1.219512195,0.195121951,1.94,Leopoldamys,edwardsi,343,Y
Batomys_uragon,Batomys_uragon,T,Forages on the gound,"Heany, The Mammals of Luzon Island pg. 125",2,,,Philippines,1,,1,9,,335.5,186,149.5,0.445603577,37,21,335,0.803763441,0.198924731,NA,Batomys,uragon,335,N
Rattus_norvegicus,Rattus_norvegicus,C,Terrestrial; scansorial (but less than R. rattus). Individuals living on irrigation banks dig shallow burrows and are good swimmers. / Not noted as a climber,"Kingdon, Mammals of Africa p. 541 / Strahan, Complete Book of Australian Mammals p. 454 / Heany, The Mammals of Luzon Island pg. 179 / Lekagul and McNeely, Mammals of Thailand p. 461 / Nowak, Walker's Mammals of the World fifth edition Volume 2 p. 787 / rats mice and people 2003 / IUCN map",1,,,Africa/ Australia/ Philippines/ Thailand/ northern China,,,,7,,390.5,213.5,177,0.453265045,39,17.5,335.7133333,0.829039813,0.182669789,8.9225,Rattus,norvegicus,340.8,Y
Leopoldamys_milleti,Leopoldamys_milleti,T,Elton Traits,"Francis, A Guide to the Mammals of Southeast Asia p. 364",,,"Hill forest above 1,500m",Vietnam,,,,2,,570,245,325,0.570175439,50,31,336.38,1.326530612,0.204081633,1.94,Leopoldamys,milleti,336.38,Y
Leporillus_conditor,Leporillus_conditor,C,Stick nests are usually constructed around a bush and branches are dragged to the nest site in the rats' jaws /  L. conditor were also found to have very flexible foraging strategies and were observed climbing bushes to reach young Acacia phyllodes and the ripest Enchylaena tomentosa berries. ,"Strahan, Complete Book of Australian Mammals p. 424  / Ryan et al 2003 Leporillus conditor / IUCN map",1,,,Australia,3,2,1,6,,375,197,178,0.474666667,44,32,339.41,0.9035533,0.223350254,2.575,Leporillus,conditor,350,Y
Leopoldamys_sabanus,Leopoldamys_sabanus,C,"Frequently in lower parts of trees, although it is more often on the ground / Nests in burrows and in tree cavities","Lekagul and McNeely, Mammals of Thailand p. 483 / Nowak, Walker's Mammals of the World fifth edition Volume 2 p. 834 / Pimsai et al Leopoldamys etc",1,,Syn. Rattus sabanus,"Thailand/ Bangladesh, Indochina, Malay Peninsula, Sumatra, Java, Borneo, and many small nearby islands",,,,2,"2,3",584.6,234.5,350.1,0.598871023,46.7,27.4,347.705,1.492963753,0.199147122,3.33,Leopoldamys,sabanus,347.8,Y
Macruromys_major,Macruromys_major,T,"A juvenile male was caught on a river bank at 1250 metres elevation on Mount Karimui (Hide et al. 1984) / Ziegler (1982b) stated that the two species are very scarce, terrestrial herbivores probably subsisting primarily on very soft vegetation","Flannery, Mammals of New Guniea p.283 / Nowak, Walker's Mammals of the World fifth edition Volume 2 p. 814",2,,,New Guinea,3,1,1,5,,568.3,240.8,327.5,0.576280134,52.7,16.9,353.625,1.360049834,0.218853821,NA,Macruromys,major,350,Y
Sundamys_maxi,Sundamys_maxi,C,"Swim readily, are terrestrial, some individuals have been found in tree branches/ most likely is terrestrial","Nowak, Walker's Mammals of the World fifth edition Volume 2 p. 777/ Musser and Newcomb, Malaysian murids and the Giant rat of Sumatra p. 471",1,,First locomotor mode notes are general about genus,western Java,,,,3,,528.2,241.5,286.7,0.542786823,53.1,,361,1.187163561,0.219875776,NA,Sundamys,maxi,361,N
Bullimus_gamay,Bullimus_gamay,T,Elton Traits,,,,,,1,,4,9,,392.5,234.5,158,0.40254777,51.6,26,367.8,0.673773987,0.220042644,NA,Bullimus,gamay,367.8,Y
Berylmys_bowersi,Berylmys_bowersi,C,"Terrestrial, digging extensive burrow systems/ predominantly terrestrial ,although a capable climber","Lekagul and McNeely, Mammals of Thailand p. 444 / Nowak, Walker's Mammals of the World fifth edition Volume 2 p. 834/ Francis, A Guide to the Mammals of Southeast Asia p. 357 / Smith and Xie, A Guide to the Mammals of China p. 258",1,,Syn.Rattus bowersi,"Thailand/ Assam to southeastern China and Malay Peninsula, Sumatra",,,,2,,544.6,266.3,278.3,0.51101726,58.8,32,382.69,1.04506196,0.220803605,3.88,Berylmys,bowersi,406.7,Y
Solomys_salebrosus,Solomys_salebrosus,A,"One specimen was encountered in a nest of leaves in a large tree some 15 metres above the ground, two others were found in leaf nests on a branch ","Flannery, Mammals of the South-West Pacific & Moluccan Islands p. 166",1,,,"Bougainville, Buka (fossil), Choiseul",3,,1,5,,520.5,276.5,244,0.468780019,48.6,19.9,397,0.882459313,0.175768535,NA,Solomys,salebrosus,397,Y
Crateromys_paulus,Crateromys_paulus,A,"Prefers a forested habitat, is arboreal ","Nowak, Walker's Mammals of the World fifth edition Volume 2 p. 797",1,,extinct. Locomotor mode notes general about genus,Ilin Island (Philippines),1,,1,9,,470,255,215,0.457446809,50,20,401,0.843137255,0.196078431,NA,Crateromys,paulus,401,N
Solomys_sapientis,Solomys_sapientis,A,"""must be almost entirely arboreal""","Flannery, Mammals of the South-West Pacific & Moluccan Islands p. 167",1,,,Santa Isabel (Solomon Island),3,,1,5,,384,188,196,0.510416667,50,18,402.8,1.042553191,0.265957447,NA,Solomys,sapientis,402.8,N
Uromys_hadrourus,Uromys_hadrourus,C,"All specimens were caught in traps set on the ground, suggesting that it is either terrestrial or scansorial. / climbs well, enabling it to forage in trees, tail not prehensile. forages predominately on ground","Strahan, Complete Book of Australian Mammals p. 379 / Van Dyck and Strahan, The Mammals of Australia 3rd edition / IUCN map",1,,Had not been formally described when this book went to press so I identified it by googling Thornton Peak Melomys,Australia,3,,1,5,,704,352,352,0.5,,,408.055,1,0,3,Uromys,hadrourus,667,N
Solomys_salamonis,Solomys_salamonis,A,"Nothing Known, holotype only / Elton Traits","Flannery, Mammals of the South-West Pacific & Moluccan Islands p. 165",,,May be extinct,Nggela Sule (Florida Island),3,,1,5,,381,187,194,0.509186352,39,27,408.8,1.037433155,0.20855615,NA,Solomys,salamonis,408.8,N
Bandicota_indica,Bandicota_indica,T,At rest it is flat-footed (plantigrade). But tracks in a newly-sown ricefield at Chiengmai were of the toes only (digitigrade). / Swims well,"Lekagul and McNeely, Mammals of Thailand p. 428 / Nowak, Walker's Mammals of the World fifth edition Volume 2 p. 827 / Francis, A Guide to the Mammals of Southeast Asia p. 355",2,,,"Thailand/ India to China and Indochina, northern Malay Peninsula, Sri Lanka, Taiwan, Sumatra, Java, Vietnam",,,,2,,520,276,244,0.469230769,56,30,415.03,0.884057971,0.202898551,6.12,Bandicota,indica,545,Y
Sundamys_infraluteus,Sundamys_infraluteus,T,"Swim readily, are terrestrial, some individuals have been found in tree branches","Nowak, Walker's Mammals of the World fifth edition Volume 2 p. 777  / Musser 1983 Sumatra",1,,Locomotor mode notes are general about genus,"Sumatra, Sarawak and Sabah (northern Borneo)",,,,3,,574,260,314,0.547038328,58,,418.5,1.207692308,0.223076923,NA,Sundamys,infraluteus,418.5,N
Uromys_rex,Uromys_rex,A,Arboreal ,"Flannery, Mammals of the South-West Pacific & Moluccan Islands p. 176",1,,,Guadalcanal,3,,1,5,,538,274,264,0.49070632,53,19,419.995,0.96350365,0.193430657,NA,Uromys,rex,420,N
Bullimus_bagobus,Bullimus_bagobus,T,Terrestrial and apparently utilize burrows under thick vegetation,"Nowak, Walker's Mammals of the World fifth edition Volume 2 p. 794",2,,Locomotor mode notes general about genus,Philippines,1,,4,9,,462,278.3,183.7,0.397619048,53.5,28,423.09,0.660079051,0.192238591,NA,Bullimus,bagobus,450.8,Y
Rattus_dentus,Rattus_dentus,T,described as terrestrial,"Timm et al., A new species of Rattus (Rodentia: Muridae) from Manus Island, 2016",2,,,Papua New Guinea,3,,2,5,,410,260,150,0.365853659,43.2,23.4,430,0.576923077,0.166153846,NA,,,430,N
Rattus_jobiensis,Rattus_jobiensis,T,"specimens colled in snares set in gardens, not known to climb","Flannery, Mammals of the South-West Pacific & Moluccan Islands p. 154 / Taylor et al 1983 Rattus",2,,,"Biak-Supiori, Japen, Owi",3,,2,5,,472,260,212,0.449152542,47.7,23.3,440,0.815384615,0.183461539,3.475,Rattus,jobiensis,500,N
Crateromys_australis,Crateromys_australis,C,"That C. australis is arboreal is indicated by its long tail relative to length of head and body and its short, broad feet with well developed tubercles.","Musser et al., Novitates #2821 Philippine Rats: A new species of Crateromys from Dinagat Island p.15",1,,,Dinagat Island (Philippines),1,,1,9,,546,265,281,0.514652015,54,23,445,1.060377358,0.203773585,NA,Crateromys,australis,445,N
Bullimus_luzonicus,Bullimus_luzonicus,T,Forage on the ground,"Heany, The Mammals of Luzon Island pg. 169",2,,,Philippines,1,,4,9,,466.5,254,212.5,0.455519829,55.5,33.5,447.5,0.836614173,0.218503937,NA,Bullimus,luzonicus,447.5,Y
Rattus_palmarum,Rattus_palmarum,A,"Nocturnal, arboreal","Nowak, Walker's Mammals of the World fifth edition Volume 2 p. 787 / Musser 1983 Sumatra / 2005 Rodent CAMP report",1,,,Nicobar and Andaman Islands ,,,,2,,454.6,228.3,226.3,0.497800264,46.7,,491,0.991239597,0.20455541,NA,Rattus,palmarum,491,N
Anisomys_imitator,Anisomys_imitator,A,"A trap was set at the bottom of a Pandanus and apparently, when the rat attempts to climb the tree its feet becomes entangled in the plastic. It nests under a tree-fern or under fallen branches. This suggestion of a largely terrestrial nesting habit has not been made previously/ strong scansorial feet, and a long tail. The broad scansorial feet indicate an ability to climb easily.","Flannery, Mammals of New Guniea p.267 / Nowak, Walker's Mammals of the World fifth edition Volume 2 p. 808",1,,,New Guinea,3,1,1,5,,585.8,264.6,321.2,0.548310003,61.1,22.2,502.25,1.213907785,0.230914588,NA,Anisomys,imitator,494,Y
Uromys_porculus,Uromys_porculus,T,The very short tail suggests that the Guadalcanal Rat was terrestrial ,"Flannery, Mammals of the South-West Pacific & Moluccan Islands p. 175",2,,Extinct,Guadalcanal,3,,1,5,,350,220,130,0.371428571,43,19,521.3,0.590909091,0.195454546,NA,Uromys,porculus,521.3,N
Uromys_emmae,Uromys_emmae,A,"Short, broad feet, a short snout--indicating that it is highly arboreal ","Flannery, Mammals of the South-West Pacific & Moluccan Islands p. 172",1,,,"Owi, Biak-Supiori?",3,,1,5,,490,232,258,0.526530612,50.5,20.5,521.53,1.112068966,0.217672414,NA,Uromys,emmae,521.53,N
Uromys_siebersi,Uromys_siebersi,C,known only from 2 skins and 1 skull / Elton Traits, / IUCN map,,,,Indonesia,3,,1,5,,,,,#DIV/0!,,,521.53,#DIV/0!,#DIV/0!,1.76,Uromys,siebersi,521.53,N
Parahydromys_asper,Parahydromys_asper,SA,"Partially webbed feet. Usually inhabits stream banks, but it has also been found in forests, in streamside vegetation and even in gardens. Shelters in burrows or under rocks. ","Flannery, Mammals of New Guniea p.250",2,,,New Guinea,3,,1,5,,479.3,225,254.3,0.530565408,53.1,14.5,533.33,1.130222222,0.236,NA,Parahydromys,asper,540,Y
Leopoldamys_siporanus,Leopoldamys_siporanus,T,Elton Traits,"Nowak, Walker's Mammals of the World fifth edition Volume 2 p. 834",,,,Mentawai Islands off western Sumatra,,,,3,,,,,#DIV/0!,,,576,#DIV/0!,#DIV/0!,NA,Leopoldamys,siporanus,576,N
Uromys_caudimaculatus,Uromys_caudimaculatus,C,"nests in tree hollows, underground, and caves./ An efficient climber. The tail, while not truly prehensile, can curl over a surface and grasp by means of tis rasp-like scales. Thought to nest in trees or in caves, one female has been seen leaving a burrow. Forages in the forest canopy and on the ground. ","Flannery, Mammals of New Guniea p.324/ Strahan, Complete Book of Australian Mammals p. 371 / Flannery, Mammals of the South-West Pacific & Moluccan Islands p. 171 / Rader and Krockenberger 2006 Vertical habitat Australia / IUCN map",1,,,"New Guinea/ Australia/ Aru Islands, Fergusson, Japen, Kai Islands, Normanby, Sideia?, Waigeo",3,,1,5,,571.7,267.7,304,0.53174742,54.8,25,633.36,1.135599552,0.204706761,1.61,Uromys,caudimaculatus,622.3,Y
