# CDS alignment filter
# PYTHON VERSION: 3.8.8
# Script call:    06_aln_filter.py -i test-2-mafft-175/nt/ -o test-2-filter-175/ --overwrite
# Runtime:        03/16/2021 13:53:59
# ----------------
# IO OPTIONS
# Input CDS directory:    /mnt/beegfs/gt156213e/murinae-seq/03-Alignment-scripts/test-2-mafft-175/nt
# Output directory:       /mnt/beegfs/gt156213e/murinae-seq/03-Alignment-scripts/test-2-filter-175
# --overwrite set:        Overwriting previous files in output directory.
# Log file:               /mnt/beegfs/gt156213e/murinae-seq/03-Alignment-scripts/test-2-filter-175/aln-stats.tab
# ----------------
# 03.16.2021 | 13:53:59 Beginning filter.
align	pre num seqs	pre codon aln length	pre avg nongap length	pre uniq seqs	pre ident seqs	pre 20 gap seqs	pre invariant sites	pre stop codons	pre percent sites with gap	pre percent sites 20 gap	sites filtered	post num seqs	post codon aln length	post avg nongap length	post uniq seqs	post ident seqs	post 20 gap seqs	post invariant sites	post stop codons	post percent sites with gap	post percent sites 20 gap
ENSMUSP00000007980-mafft-cds.fa	177	410	200.62146892655366	172	2	177	0	10	310	98	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSP00000120976-mafft-cds.fa	193	444	404.1865284974093	191	1	24	1	1	402	400	4	169	440	416.2603550295858	167	1	0	1	1	327	327
ENSMUSP00000143720-mafft-cds.fa	189	89	71.12169312169313	160	11	121	0	0	89	89	0	68	89	88.63235294117646	62	3	0	8	0	7	7
ENSMUSP00000104511-mafft-cds.fa	194	486	289.38659793814435	194	0	185	0	0	486	419	0	9	486	393.55555555555554	9	0	0	281	0	127	60
ENSMUSP00000068281-mafft-cds.fa	193	438	360.60103626943004	193	0	54	0	0	400	350	52	139	386	377.64028776978415	139	0	0	103	0	153	153
ENSMUSP00000043442-mafft-cds.fa	190	143	126.82631578947368	182	4	46	0	0	143	143	0	144	143	137.34722222222223	140	2	0	9	0	76	76
ENSMUSP00000021134-mafft-cds.fa	194	220	189.72680412371133	182	4	37	0	0	220	201	19	157	201	199.6624203821656	145	4	0	19	0	22	21
ENSMUSP00000067779-mafft-cds.fa	193	478	360.7616580310881	193	0	110	1	0	444	398	0	83	478	408.5421686746988	83	0	0	92	0	272	226
ENSMUSP00000048001-mafft-cds.fa	193	166	156.47668393782382	185	4	20	0	0	166	166	0	173	166	164.364161849711	165	4	0	6	0	51	51
ENSMUSP00000071135-mafft-cds.fa	194	443	377.87113402061857	194	0	44	0	0	443	423	20	150	423	414.3933333333333	150	0	0	4	0	86	85
ENSMUSP00000025010-mafft-cds.fa	194	730	693.0876288659794	194	0	12	10	2	569	562	9	182	721	704.6318681318681	182	0	0	40	2	254	252
ENSMUSP00000098327-mafft-cds.fa	189	274	242.37566137566137	187	1	43	0	0	274	274	0	146	274	269.8904109589041	144	1	0	14	0	87	87
ENSMUSP00000089814-mafft-cds.fa	193	650	524.1865284974093	191	1	70	0	0	650	592	59	123	591	576.439024390244	121	1	0	49	0	139	133
ENSMUSP00000000186-mafft-cds.fa	183	70	69.78688524590164	144	13	1	1	0	11	11	0	182	70	69.86813186813187	143	13	0	1	0	0	0
ENSMUSP00000108712-mafft-cds.fa	193	185	153.27461139896374	191	1	65	0	0	153	135	18	128	167	164.7578125	126	1	0	5	0	27	26
ENSMUSP00000156412-mafft-cds.fa	194	236	211.33505154639175	190	2	33	0	3	236	228	13	161	223	219.9689440993789	157	2	0	19	2	14	13
ENSMUSP00000068195-mafft-cds.fa	182	148	82.17032967032966	162	9	142	0	0	148	147	0	40	148	127.0	40	0	0	22	0	77	77
ENSMUSP00000054208-mafft-cds.fa	191	510	446.90575916230364	191	0	41	4	0	467	445	17	150	493	474.46	150	0	0	16	0	155	145
ENSMUSP00000037172-mafft-cds.fa	194	597	522.5876288659794	194	0	29	0	1	582	577	4	165	593	549.0060606060606	165	0	0	15	1	315	312
ENSMUSP00000147592-mafft-cds.fa	192	315	294.5104166666667	192	0	19	0	1	255	251	12	173	303	300.2023121387283	173	0	0	6	0	78	77
ENSMUSP00000069505-mafft-cds.fa	194	638	513.8041237113403	194	0	56	0	0	576	476	105	138	533	519.1159420289855	138	0	0	42	0	156	150
ENSMUSP00000069495-mafft-cds.fa	193	376	326.90673575129534	193	0	56	0	1	376	376	0	137	376	356.7445255474453	137	0	0	3	1	285	285
ENSMUSP00000078268-mafft-cds.fa	191	108	104.46596858638743	153	15	12	0	0	108	108	0	179	108	107.84916201117318	143	14	0	4	0	0	0
ENSMUSP00000110439-mafft-cds.fa	193	255	245.8341968911917	187	3	14	0	0	216	216	0	179	255	251.86033519553072	173	3	0	12	0	154	154
ENSMUSP00000023176-mafft-cds.fa	194	659	621.7061855670103	192	1	7	6	1	436	416	21	187	638	621.1176470588235	183	2	0	20	1	267	262
ENSMUSP00000032824-mafft-cds.fa	193	351	316.43523316062175	193	0	30	0	5	281	280	0	163	351	330.95705521472394	163	0	0	11	4	250	249
ENSMUSP00000028838-mafft-cds.fa	193	605	420.86528497409324	193	0	144	0	0	569	549	0	49	605	527.9387755102041	49	0	0	42	0	370	358
ENSMUSP00000030676-mafft-cds.fa	194	884	787.5	194	0	16	0	1	828	801	30	178	854	797.9101123595506	178	0	0	4	0	702	700
ENSMUSP00000046026-mafft-cds.fa	193	262	199.90673575129534	186	3	86	0	32	262	256	4	107	258	237.15887850467288	105	1	0	11	21	141	137
ENSMUSP00000155553-mafft-cds.fa	194	492	474.180412371134	189	2	4	4	0	359	359	0	190	492	478.39473684210526	185	2	0	17	0	112	112
ENSMUSP00000059585-mafft-cds.fa	179	67	62.95530726256983	120	19	0	5	1	5	1	8	179	59	58.92178770949721	115	21	0	4	1	1	1
ENSMUSP00000062588-mafft-cds.fa	187	355	321.01069518716577	182	2	49	4	1	246	245	0	138	355	352.7826086956522	135	1	0	25	1	31	30
ENSMUSP00000029158-mafft-cds.fa	193	384	344.6580310880829	193	0	31	10	2	308	307	0	162	384	372.858024691358	162	0	0	17	2	186	185
ENSMUSP00000117509-mafft-cds.fa	193	343	279.6735751295337	193	0	72	0	1	313	303	11	121	332	312.9917355371901	121	0	0	2	1	257	256
ENSMUSP00000099398-mafft-cds.fa	194	1311	1234.4484536082475	192	1	6	0	0	1097	1066	51	188	1260	1233.3936170212767	186	1	0	39	0	653	652
ENSMUSP00000037900-mafft-cds.fa	193	673	489.31088082901556	193	0	138	0	0	654	625	0	55	673	571.9818181818182	55	0	0	84	0	394	367
ENSMUSP00000027817-mafft-cds.fa	194	2168	1410.9020618556701	194	0	183	0	0	2168	1904	0	11	2168	1768.7272727272727	11	0	0	837	0	719	458
ENSMUSP00000022470-mafft-cds.fa	193	652	611.9119170984455	193	0	11	0	0	593	589	0	182	652	620.054945054945	182	0	0	6	0	523	519
ENSMUSP00000127785-mafft-cds.fa	193	370	346.96891191709847	191	1	21	0	0	370	370	0	172	370	358.3837209302326	170	1	0	14	0	168	168
ENSMUSP00000029196-mafft-cds.fa	187	515	447.3048128342246	187	0	32	0	0	515	507	8	155	507	481.10322580645163	155	0	0	9	0	143	141
ENSMUSP00000158442-mafft-cds.fa	194	437	391.94329896907215	194	0	35	0	0	437	435	5	159	432	409.251572327044	159	0	0	2	0	342	342
ENSMUSP00000001834-mafft-cds.fa	193	392	368.6943005181347	190	1	14	0	1	338	335	4	179	388	374.1340782122905	176	1	0	7	1	301	300
ENSMUSP00000046044-mafft-cds.fa	192	471	413.5052083333333	192	0	37	0	23	471	463	11	155	460	436.34193548387094	155	0	0	22	22	293	292
ENSMUSP00000047573-mafft-cds.fa	194	793	757.0103092783505	192	1	17	0	0	754	748	9	177	784	772.4689265536723	175	1	0	30	0	352	351
ENSMUSP00000025319-mafft-cds.fa	174	52	33.01724137931034	69	18	173	2	0	24	5	0	1	52	52.0	1	0	0	52	0	0	0
ENSMUSP00000023598-mafft-cds.fa	193	310	289.51295336787564	193	0	20	0	7	288	285	0	173	310	297.6184971098266	173	0	0	7	7	198	195
ENSMUSP00000047541-mafft-cds.fa	193	777	713.9274611398964	193	0	13	0	0	725	702	33	180	744	717.1777777777778	180	0	0	25	0	536	534
ENSMUSP00000131500-mafft-cds.fa	193	275	262.6476683937824	187	3	7	1	0	194	189	4	186	271	263.81720430107526	180	3	0	41	0	53	50
ENSMUSP00000085455-mafft-cds.fa	194	300	234.33505154639175	194	0	98	0	0	300	292	0	96	300	269.6979166666667	96	0	0	7	0	220	212
ENSMUSP00000023759-mafft-cds.fa	194	469	303.8556701030928	194	0	172	0	1	469	393	0	22	469	390.72727272727275	22	0	0	192	0	128	82
ENSMUSP00000120155-mafft-cds.fa	126	46	34.317460317460316	54	14	59	0	0	46	46	0	67	46	45.134328358208954	38	6	0	2	0	8	8
ENSMUSP00000096882-mafft-cds.fa	187	97	94.79144385026738	136	12	9	5	0	47	47	0	178	97	96.91573033707866	129	11	0	6	0	3	3
ENSMUSP00000000188-mafft-cds.fa	192	298	244.96354166666666	190	1	87	0	5	298	287	13	105	285	272.7047619047619	105	0	0	6	4	209	206
ENSMUSP00000078808-mafft-cds.fa	190	94	85.23157894736842	138	20	30	0	0	94	93	0	160	94	92.64375	121	16	0	9	0	12	11
ENSMUSP00000125623-mafft-cds.fa	194	330	313.35051546391753	194	0	17	7	0	280	280	0	177	330	325.45762711864404	177	0	0	16	0	134	134
ENSMUSP00000054490-mafft-cds.fa	185	150	130.02702702702703	185	0	30	0	6	150	140	10	155	140	135.40645161290323	155	0	0	0	6	61	58
ENSMUSP00000030069-mafft-cds.fa	191	147	125.83246073298429	187	2	60	0	1	147	146	0	131	147	144.18320610687022	129	1	0	1	1	53	52
ENSMUSP00000141605-mafft-cds.fa	193	400	394.18134715025906	189	2	1	12	1	143	142	0	192	400	394.7552083333333	188	2	0	25	1	143	142
ENSMUSP00000025444-mafft-cds.fa	194	574	544.1340206185567	194	0	12	0	1	574	569	7	182	567	553.7472527472528	182	0	0	17	1	331	331
ENSMUSP00000031536-mafft-cds.fa	191	147	142.89528795811518	184	3	5	1	0	82	80	0	186	147	144.10752688172042	179	3	0	6	0	13	11
ENSMUSP00000080259-mafft-cds.fa	194	970	846.4432989690722	194	0	31	0	1	970	963	30	163	940	872.5828220858896	163	0	0	0	1	807	804
ENSMUSP00000085226-mafft-cds.fa	193	120	101.24870466321244	155	15	84	0	3	120	120	0	109	120	119.71559633027523	101	4	0	20	3	3	3
ENSMUSP00000034739-mafft-cds.fa	193	956	900.9430051813472	193	0	9	7	3	773	758	13	184	943	905.5760869565217	184	0	0	13	3	565	557
ENSMUSP00000035490-mafft-cds.fa	194	878	808.6340206185567	194	0	20	5	0	760	758	4	174	874	831.6264367816092	174	0	0	20	0	659	657
ENSMUSP00000053558-mafft-cds.fa	193	212	204.32642487046633	162	10	8	2	1	170	170	0	185	212	208.0	154	10	0	14	1	129	129
ENSMUSP00000001757-mafft-cds.fa	186	107	91.19354838709677	182	1	27	0	11	107	99	7	159	100	95.22012578616352	155	1	0	2	10	30	27
ENSMUSP00000101708-mafft-cds.fa	193	978	640.3316062176166	193	0	167	0	2	978	774	0	26	978	837.0769230769231	26	0	0	300	0	231	132
ENSMUSP00000059107-mafft-cds.fa	188	272	262.59574468085106	182	3	13	0	0	272	271	0	175	272	270.8228571428571	169	3	0	24	0	3	2
ENSMUSP00000059665-mafft-cds.fa	189	47	46.58201058201058	117	25	1	0	0	9	9	0	188	47	46.648936170212764	116	25	0	1	0	9	9
ENSMUSP00000042271-mafft-cds.fa	194	1014	883.7268041237113	194	0	30	0	1	940	922	50	164	964	908.9817073170732	164	0	0	13	1	747	746
ENSMUSP00000041796-mafft-cds.fa	194	506	389.7371134020619	190	2	71	0	1	402	315	95	123	411	408.1382113821138	121	1	0	36	1	47	47
ENSMUSP00000096809-mafft-cds.fa	167	51	50.4251497005988	115	18	0	2	2	9	9	0	167	51	50.4251497005988	115	18	0	2	2	9	9
ENSMUSP00000115723-mafft-cds.fa	193	250	181.3523316062176	188	2	115	0	0	250	236	0	78	250	220.30769230769232	73	2	0	20	0	167	153
ENSMUSP00000157465-mafft-cds.fa	191	225	212.35078534031413	185	2	28	0	0	206	206	0	163	225	221.159509202454	157	2	0	14	0	65	65
ENSMUSP00000026500-mafft-cds.fa	193	783	558.5544041450777	193	0	153	0	0	768	675	0	40	783	653.9	40	0	0	193	0	344	254
ENSMUSP00000102552-mafft-cds.fa	194	596	576.8917525773196	194	0	4	9	4	406	403	4	190	592	579.3947368421053	190	0	0	19	4	276	275
ENSMUSP00000026259-mafft-cds.fa	194	305	257.96907216494844	187	3	68	0	0	297	293	4	126	301	295.04761904761904	124	1	0	23	0	137	135
ENSMUSP00000122852-mafft-cds.fa	194	2488	2170.3092783505153	194	0	28	9	1	2386	2304	129	166	2359	2211.4518072289156	166	0	0	139	0	1411	1401
ENSMUSP00000000369-mafft-cds.fa	193	273	238.21761658031087	191	1	39	4	0	179	175	4	154	269	251.37012987012986	152	1	0	11	0	106	104
ENSMUSP00000034115-mafft-cds.fa	189	318	242.42857142857142	184	2	79	0	0	318	313	5	110	313	309.8363636363636	105	2	0	68	0	36	34
ENSMUSP00000108331-mafft-cds.fa	161	79	75.7888198757764	140	9	6	0	2	51	50	0	155	79	76.7741935483871	134	9	0	1	2	19	18
ENSMUSP00000040505-mafft-cds.fa	190	226	207.22105263157894	188	1	24	0	0	226	221	4	166	222	215.50602409638554	164	1	0	6	0	102	99
ENSMUSP00000106645-mafft-cds.fa	193	334	312.1658031088083	193	0	15	0	0	334	329	0	178	334	322.3370786516854	178	0	0	2	0	170	165
ENSMUSP00000091882-mafft-cds.fa	193	321	288.22279792746116	191	1	28	0	0	321	319	0	165	321	299.3090909090909	163	1	0	6	0	253	251
ENSMUSP00000157650-mafft-cds.fa	192	308	295.2552083333333	163	12	11	35	0	217	211	5	181	303	298.6022099447514	152	12	0	85	0	40	37
ENSMUSP00000074787-mafft-cds.fa	194	890	767.0618556701031	194	0	26	0	0	839	790	57	168	833	778.8154761904761	168	0	0	22	0	656	656
ENSMUSP00000005976-mafft-cds.fa	192	215	209.58854166666666	183	4	4	1	0	156	153	0	188	215	211.58510638297872	179	4	0	3	0	16	13
ENSMUSP00000043742-mafft-cds.fa	194	214	203.7422680412371	190	2	22	0	0	213	213	0	172	214	211.57558139534885	168	2	0	7	0	102	102
ENSMUSP00000101768-mafft-cds.fa	193	562	523.4300518134716	193	0	14	0	2	562	557	0	179	562	534.4301675977654	179	0	0	2	2	385	380
ENSMUSP00000050292-mafft-cds.fa	194	144	138.3298969072165	180	7	22	0	12	112	112	0	172	144	142.0872093023256	160	6	0	2	12	61	61
ENSMUSP00000099321-mafft-cds.fa	194	789	681.0567010309278	194	0	37	3	0	738	723	18	157	771	721.2929936305733	157	0	0	11	0	567	566
ENSMUSP00000041872-mafft-cds.fa	192	118	109.22395833333333	160	14	41	0	0	118	118	0	151	118	117.96026490066225	121	13	0	20	0	0	0
ENSMUSP00000028663-mafft-cds.fa	192	346	299.7395833333333	192	0	32	0	0	346	323	26	160	320	309.95	158	1	0	23	0	141	140
ENSMUSP00000017290-mafft-cds.fa	194	1281	874.0773195876288	189	2	124	0	0	1281	1248	0	70	1281	1223.857142857143	68	1	0	66	0	359	326
ENSMUSP00000097219-mafft-cds.fa	194	755	665.7474226804123	194	0	21	2	1	655	607	54	173	701	674.1965317919075	173	0	0	23	1	455	454
ENSMUSP00000022119-mafft-cds.fa	190	84	72.47368421052632	162	13	33	0	0	84	78	8	157	76	75.96178343949045	135	10	0	6	0	0	0
ENSMUSP00000015622-mafft-cds.fa	193	123	96.70466321243524	184	4	84	0	0	104	104	0	109	123	115.8256880733945	107	1	0	6	0	63	63
ENSMUSP00000016168-mafft-cds.fa	193	230	213.9015544041451	193	0	32	0	0	172	171	0	161	230	226.2608695652174	161	0	0	7	0	28	27
ENSMUSP00000113904-mafft-cds.fa	194	284	265.70103092783506	174	7	16	0	0	284	283	0	178	284	273.84831460674155	158	7	0	49	0	55	54
ENSMUSP00000133054-mafft-cds.fa	194	491	432.9020618556701	194	0	35	0	0	398	395	0	159	491	454.1194968553459	159	0	0	9	0	327	324
ENSMUSP00000046786-mafft-cds.fa	194	387	347.71649484536084	194	0	19	0	36	367	346	16	175	371	353.48	175	0	0	6	35	221	211
ENSMUSP00000028584-mafft-cds.fa	163	49	45.938650306748464	98	20	0	0	0	7	4	4	163	45	43.92638036809816	97	19	0	0	0	5	4
ENSMUSP00000105494-mafft-cds.fa	193	57	53.233160621761655	145	19	24	0	1	57	57	0	169	57	56.781065088757394	125	17	0	1	1	10	10
ENSMUSP00000070781-mafft-cds.fa	190	293	254.27894736842106	184	3	63	0	15	231	226	4	127	289	279.1417322834646	121	3	0	7	6	70	67
ENSMUSP00000068516-mafft-cds.fa	193	1244	1134.4352331606217	193	0	14	15	0	1111	1061	49	179	1195	1151.7653631284916	179	0	0	27	0	764	755
ENSMUSP00000032865-mafft-cds.fa	193	240	222.12435233160622	191	1	21	0	0	240	240	0	172	240	230.5406976744186	170	1	0	0	0	203	203
ENSMUSP00000084910-mafft-cds.fa	194	263	226.5	194	0	47	0	0	263	263	0	147	263	245.93197278911563	147	0	0	5	0	168	168
ENSMUSP00000107732-mafft-cds.fa	193	512	327.1865284974093	191	1	180	0	3	512	390	0	13	512	432.6923076923077	13	0	0	192	0	181	146
ENSMUSP00000053755-mafft-cds.fa	193	617	556.740932642487	193	0	14	0	0	538	535	52	179	565	547.0837988826815	179	0	0	2	0	404	403
ENSMUSP00000014421-mafft-cds.fa	194	2448	2249.644329896907	194	0	7	2	4	2128	2053	100	187	2348	2250.529411764706	187	0	0	75	2	1439	1433
ENSMUSP00000039670-mafft-cds.fa	193	519	433.89637305699483	193	0	54	0	1	472	468	28	139	491	457.89208633093523	139	0	1	8	1	318	315
ENSMUSP00000140250-mafft-cds.fa	193	376	342.35751295336786	181	6	13	0	1	333	316	19	180	357	346.44444444444446	168	6	0	6	1	313	313
ENSMUSP00000057212-mafft-cds.fa	194	376	321.4587628865979	194	0	60	0	1	376	370	4	134	372	354.7835820895522	134	0	0	15	1	175	171
ENSMUSP00000119238-mafft-cds.fa	194	760	730.020618556701	194	0	6	0	4	680	676	0	188	760	737.9468085106383	188	0	0	18	4	519	515
ENSMUSP00000072136-mafft-cds.fa	194	397	365.7525773195876	192	1	21	0	2	367	366	0	173	397	379.6242774566474	171	1	0	18	2	218	217
ENSMUSP00000106620-mafft-cds.fa	190	104	100.07368421052631	188	1	13	0	0	104	104	0	177	104	103.85875706214689	175	1	0	3	0	0	0
ENSMUSP00000048416-mafft-cds.fa	193	232	216.39896373056996	177	6	32	0	3	232	232	0	161	232	229.64596273291926	147	5	0	9	3	95	95
ENSMUSP00000135068-mafft-cds.fa	193	1318	1177.917098445596	193	0	38	0	1	1318	1303	12	155	1306	1256.7870967741935	155	0	0	130	1	577	567
ENSMUSP00000025014-mafft-cds.fa	193	258	247.83937823834196	186	3	16	0	1	258	257	0	177	258	255.75141242937852	170	3	0	6	1	67	66
ENSMUSP00000110342-mafft-cds.fa	193	673	629.7979274611399	193	0	16	0	1	645	645	0	177	673	651.0282485875706	177	0	0	37	1	276	276
ENSMUSP00000020150-mafft-cds.fa	190	288	270.0105263157895	184	3	21	0	0	288	288	0	169	288	284.85798816568047	165	2	0	4	0	41	41
ENSMUSP00000110460-mafft-cds.fa	193	782	707.5025906735751	193	0	31	0	1	738	728	6	162	776	759.7098765432099	162	0	0	12	1	206	201
ENSMUSP00000001631-mafft-cds.fa	193	696	567.9430051813472	193	0	62	0	2	550	462	94	131	602	589.8549618320611	131	0	0	66	0	176	175
ENSMUSP00000029574-mafft-cds.fa	193	878	584.3056994818653	193	0	142	0	0	878	710	0	51	878	709.6470588235294	51	0	0	265	0	173	5
ENSMUSP00000028948-mafft-cds.fa	193	107	100.43005181347151	147	13	33	0	1	107	106	0	160	107	105.95	119	11	0	15	1	1	0
ENSMUSP00000149696-mafft-cds.fa	188	307	278.25	188	0	30	0	5	188	180	7	158	300	288.40506329113924	158	0	0	0	2	92	90
ENSMUSP00000151125-mafft-cds.fa	192	315	293.9375	192	0	19	0	1	255	245	12	173	303	300.28323699421964	173	0	0	7	0	78	77
ENSMUSP00000017384-mafft-cds.fa	193	569	508.8445595854922	193	0	40	0	0	569	568	0	153	569	544.3398692810457	153	0	0	24	0	345	344
ENSMUSP00000040596-mafft-cds.fa	193	261	234.87046632124353	189	2	27	0	0	261	258	0	166	261	248.4156626506024	164	1	0	12	0	169	166
ENSMUSP00000136211-mafft-cds.fa	194	969	883.0	194	0	11	0	18	819	776	54	183	915	879.4371584699453	183	0	0	20	17	552	543
ENSMUSP00000078632-mafft-cds.fa	193	619	574.6269430051814	191	1	17	0	0	619	616	0	176	619	592.0852272727273	174	1	0	5	0	445	442
ENSMUSP00000026459-mafft-cds.fa	193	487	467.6839378238342	191	1	10	5	16	400	395	8	183	479	470.2295081967213	181	1	0	7	15	179	178
ENSMUSP00000145402-mafft-cds.fa	194	1195	971.7680412371134	194	0	51	1	3	1128	1047	101	143	1094	1049.3146853146852	143	0	0	43	1	346	331
ENSMUSP00000027422-mafft-cds.fa	193	464	442.0673575129534	193	0	10	0	0	430	428	4	183	460	447.75956284153006	183	0	0	9	0	276	276
ENSMUSP00000042792-mafft-cds.fa	193	263	255.06735751295338	160	14	12	0	0	174	174	0	181	263	259.49723756906076	148	14	0	12	0	141	141
ENSMUSP00000114802-mafft-cds.fa	193	1067	936.3834196891191	193	0	23	16	0	830	802	68	170	999	946.6294117647059	170	0	0	51	0	477	477
ENSMUSP00000154725-mafft-cds.fa	193	476	455.95336787564764	190	1	5	0	1	476	475	0	188	476	460.5585106382979	185	1	0	9	1	329	328
ENSMUSP00000087006-mafft-cds.fa	181	121	95.62430939226519	163	5	79	0	1	121	118	4	102	117	115.25490196078431	97	2	0	6	1	23	22
ENSMUSP00000035218-mafft-cds.fa	194	548	495.5927835051546	190	2	30	0	0	505	495	13	164	535	519.1951219512196	160	2	0	15	0	252	251
ENSMUSP00000113783-mafft-cds.fa	193	804	714.6580310880829	193	0	29	1	0	666	662	37	164	767	725.6585365853658	164	0	2	17	0	552	548
ENSMUSP00000072848-mafft-cds.fa	193	669	608.9119170984455	193	0	20	8	5	594	568	37	173	632	613.2196531791908	173	0	0	17	5	370	367
ENSMUSP00000131837-mafft-cds.fa	188	63	62.898936170212764	125	15	0	4	0	5	5	0	188	63	62.898936170212764	125	15	0	4	0	5	5
ENSMUSP00000117441-mafft-cds.fa	193	172	158.94818652849742	189	2	26	3	0	76	74	4	167	168	161.67065868263472	163	2	0	16	0	33	33
ENSMUSP00000024988-mafft-cds.fa	194	1321	1167.298969072165	194	0	22	3	0	1272	1246	51	172	1270	1199.389534883721	172	0	0	16	0	990	987
ENSMUSP00000016902-mafft-cds.fa	186	31	30.0	70	22	0	3	0	1	0	0	186	31	30.0	70	22	0	3	0	1	0
ENSMUSP00000072121-mafft-cds.fa	193	409	368.21243523316065	191	1	27	4	0	329	329	0	166	409	382.19879518072287	164	1	0	11	0	171	171
ENSMUSP00000038497-mafft-cds.fa	193	515	442.88082901554407	189	2	31	29	0	460	423	49	162	466	444.78395061728395	158	2	0	61	0	221	221
ENSMUSP00000107576-mafft-cds.fa	194	389	259.2680412371134	194	0	193	0	0	389	337	0	1	389	352.0	1	0	0	389	0	0	0
ENSMUSP00000132006-mafft-cds.fa	193	240	215.24352331606218	181	4	32	0	0	214	206	14	161	226	224.3975155279503	149	4	0	13	0	47	47
ENSMUSP00000021963-mafft-cds.fa	192	243	222.27083333333334	189	1	24	0	0	243	239	4	168	239	233.89880952380952	168	0	0	6	0	91	88
ENSMUSP00000132004-mafft-cds.fa	194	782	691.5309278350516	194	0	18	0	6	737	732	43	176	739	691.0227272727273	176	0	0	5	5	537	536
ENSMUSP00000117638-mafft-cds.fa	194	680	609.3556701030927	194	0	22	0	0	639	619	21	172	659	628.0988372093024	172	0	0	21	0	575	574
ENSMUSP00000065023-mafft-cds.fa	194	2090	1673.2061855670104	194	0	84	2	0	1947	1776	205	110	1885	1716.0727272727272	110	0	0	35	0	1311	1304
ENSMUSP00000022985-mafft-cds.fa	193	545	501.61139896373055	191	1	28	0	0	545	545	0	165	545	540.6060606060606	163	1	0	14	0	147	147
ENSMUSP00000022986-mafft-cds.fa	192	270	248.03645833333334	192	0	23	0	0	270	270	0	169	270	256.8165680473373	169	0	0	8	0	121	121
ENSMUSP00000128113-mafft-cds.fa	193	268	242.69948186528498	193	0	53	0	2	213	212	0	140	268	265.48571428571427	140	0	0	9	0	18	17
ENSMUSP00000019662-mafft-cds.fa	193	417	350.43523316062175	188	2	20	4	1	388	330	60	173	357	353.21965317919074	168	2	0	30	1	41	39
ENSMUSP00000058253-mafft-cds.fa	194	868	683.680412371134	194	0	77	0	0	868	822	58	117	810	740.7179487179487	117	0	0	48	0	416	410
ENSMUSP00000027795-mafft-cds.fa	190	135	98.07894736842105	179	5	130	0	0	135	134	0	60	135	124.01666666666667	58	1	0	15	0	66	65
ENSMUSP00000148511-mafft-cds.fa	193	361	343.7357512953368	189	1	14	1	2	316	309	5	179	356	350.5977653631285	175	1	0	17	0	48	44
ENSMUSP00000019638-mafft-cds.fa	194	280	274.70103092783506	187	2	7	0	0	280	280	0	187	280	278.88235294117646	180	2	0	21	0	62	62
ENSMUSP00000030675-mafft-cds.fa	193	140	131.45077720207254	181	6	15	0	6	140	137	4	178	136	134.2191011235955	166	6	0	3	6	37	36
ENSMUSP00000114844-mafft-cds.fa	193	146	123.35233160621762	163	11	44	0	0	146	130	15	149	131	129.08724832214764	121	10	0	28	0	2	0
ENSMUSP00000034435-mafft-cds.fa	193	245	205.5440414507772	191	1	65	0	2	245	243	0	128	245	233.3359375	128	0	0	5	1	136	134
ENSMUSP00000075551-mafft-cds.fa	180	41	40.96666666666667	85	22	0	3	0	1	1	0	180	41	40.96666666666667	85	22	0	3	0	1	1
ENSMUSP00000095165-mafft-cds.fa	181	42	41.988950276243095	88	19	0	2	0	1	1	0	181	42	41.988950276243095	88	19	0	2	0	1	1
ENSMUSP00000046480-mafft-cds.fa	192	96	89.21875	161	12	32	0	0	96	95	0	160	96	94.65625	131	11	0	2	0	17	16
ENSMUSP00000037129-mafft-cds.fa	194	1099	1001.8659793814433	194	0	18	0	1	1099	1088	16	176	1083	1026.590909090909	176	0	0	16	0	824	823
ENSMUSP00000124804-mafft-cds.fa	193	778	720.0259067357513	193	0	25	0	3	652	651	0	168	778	750.8809523809524	168	0	0	10	3	408	407
ENSMUSP00000112565-mafft-cds.fa	194	69	63.654639175257735	167	6	24	0	1	48	46	4	170	65	64.84117647058824	141	7	0	1	1	5	5
ENSMUSP00000054134-mafft-cds.fa	193	289	247.62694300518135	190	1	53	0	1	199	194	5	140	284	264.07142857142856	137	1	0	24	1	110	108
ENSMUSP00000139148-mafft-cds.fa	175	42	41.994285714285716	95	23	0	3	0	0	0	0	175	42	41.994285714285716	95	23	0	3	0	0	0
ENSMUSP00000106561-mafft-cds.fa	193	658	642.8756476683938	191	1	3	6	0	550	549	0	190	658	645.5315789473684	188	1	0	10	0	375	374
ENSMUSP00000074347-mafft-cds.fa	193	235	216.89119170984455	193	0	28	0	0	235	234	0	165	235	228.6848484848485	165	0	0	5	0	118	117
ENSMUSP00000021097-mafft-cds.fa	193	745	635.839378238342	193	0	39	0	0	745	714	35	154	710	676.5844155844156	154	0	0	10	0	578	574
ENSMUSP00000049640-mafft-cds.fa	193	170	163.11917098445596	179	5	9	0	0	134	132	0	184	170	165.83152173913044	170	5	0	8	0	31	29
ENSMUSP00000043790-mafft-cds.fa	193	302	282.3160621761658	193	0	24	1	1	247	247	0	169	302	292.02366863905326	169	0	0	2	1	211	211
