loci	withRef_len	noRef_len
ENSMUSG00000042507.phy	2973	2931
ENSMUSG00000042508.phy	1375	1370
ENSMUSG00000042510.phy	1741	1934
ENSMUSG00000042514.phy	1198	1310
ENSMUSG00000042515.phy	1588	1627
ENSMUSG00000042520.phy	3507	3507
ENSMUSG00000042523.phy	468	2531
ENSMUSG00000042524.phy	304	304
ENSMUSG00000042529.phy	1981	2015
ENSMUSG00000042532.phy	227	531
ENSMUSG00000042535.phy	2346	2358
ENSMUSG00000042540.phy	356	634
ENSMUSG00000042548.phy	5219	3956
ENSMUSG00000042557.phy	9442	9333
ENSMUSG00000042558.phy	2302	1971
ENSMUSG00000042567.phy	11909	6695
ENSMUSG00000042569.phy	357	361
ENSMUSG00000042570.phy	2102	2092
ENSMUSG00000042572.phy	3918	3822
ENSMUSG00000042581.phy	5215	11885
ENSMUSG00000042589.phy	607	488
ENSMUSG00000042590.phy	4916	1677
ENSMUSG00000042594.phy	595	591
ENSMUSG00000042599.phy	9291	8262
ENSMUSG00000042604.phy	364	356
ENSMUSG00000042605.phy	4807	9435
ENSMUSG00000042607.phy	1403	3143
ENSMUSG00000042608.phy	2848	2857
ENSMUSG00000042613.phy	3560	3623
ENSMUSG00000042616.phy	3339	3342
ENSMUSG00000042622.phy	139	139
ENSMUSG00000042626.phy	5066	5112
ENSMUSG00000042628.phy	726	740
ENSMUSG00000042631.phy	1556	1477
ENSMUSG00000042632.phy	3705	3716
ENSMUSG00000042638.phy	1236	1233
ENSMUSG00000042641.phy	1932	3354
ENSMUSG00000042642.phy	3208	3177
ENSMUSG00000042644.phy	8613	8672
ENSMUSG00000042650.phy	1367	352
ENSMUSG00000042655.phy	649	656
ENSMUSG00000042659.phy	1138	1143
ENSMUSG00000042662.phy	819	620
ENSMUSG00000042670.phy	1790	1579
ENSMUSG00000042675.phy	1138	1163
ENSMUSG00000042677.phy	586	582
ENSMUSG00000042678.phy	11288	11478
ENSMUSG00000042684.phy	1164	1107
ENSMUSG00000042686.phy	1339	1329
ENSMUSG00000042688.phy	1391	1369
ENSMUSG00000042694.phy	462	467
ENSMUSG00000042699.phy	1316	1319
ENSMUSG00000042700.phy	4400	4969
ENSMUSG00000042705.phy	376	336
ENSMUSG00000042707.phy	1173	837
ENSMUSG00000042708.phy	1624	1633
ENSMUSG00000042709.phy	3330	3291
ENSMUSG00000042712.phy	517	511
ENSMUSG00000042717.phy	1275	1248
ENSMUSG00000042719.phy	4621	4635
ENSMUSG00000042724.phy	5354	5364
ENSMUSG00000042726.phy	714	798
ENSMUSG00000042729.phy	2672	2678
ENSMUSG00000042737.phy	362	521
ENSMUSG00000042743.phy	1247	1245
ENSMUSG00000042745.phy	290	283
ENSMUSG00000042747.phy	1798	965
ENSMUSG00000042750.phy	715	693
ENSMUSG00000042751.phy	1274	508
ENSMUSG00000042757.phy	1427	1430
ENSMUSG00000042761.phy	1574	1490
ENSMUSG00000042763.phy	2282	2272
ENSMUSG00000042770.phy	593	594
ENSMUSG00000042772.phy	10502	6129
ENSMUSG00000042787.phy	428	623
ENSMUSG00000042790.phy	4787	4814
ENSMUSG00000042793.phy	4258	4264
ENSMUSG00000042797.phy	789	825
ENSMUSG00000042804.phy	381	369
ENSMUSG00000042807.phy	2574	2358
ENSMUSG00000042810.phy	1039	281
ENSMUSG00000042812.phy	909	912
ENSMUSG00000042817.phy	5741	5552
ENSMUSG00000042821.phy	1481	1483
ENSMUSG00000042826.phy	1473	2160
ENSMUSG00000042828.phy	2293	2289
ENSMUSG00000042834.phy	270	316
ENSMUSG00000042842.phy	1935	2935
ENSMUSG00000042846.phy	2436	2770
ENSMUSG00000042851.phy	7197	624
ENSMUSG00000042870.phy	511	474
ENSMUSG00000042873.phy	1024	1021
ENSMUSG00000042895.phy	691	691
ENSMUSG00000042903.phy	193	193
ENSMUSG00000042918.phy	2192	2145
ENSMUSG00000042961.phy	8720	8583
ENSMUSG00000042985.phy	734	459
ENSMUSG00000042988.phy	992	3189
ENSMUSG00000042992.phy	635	644
ENSMUSG00000042997.phy	1074	1075
ENSMUSG00000043008.phy	2223	2223
ENSMUSG00000043015.phy	1932	1889
ENSMUSG00000043017.phy	2000	1928
ENSMUSG00000043019.phy	5068	1802
ENSMUSG00000043020.phy	994	4313
ENSMUSG00000043029.phy	7461	7340
ENSMUSG00000043051.phy	5500	5497
ENSMUSG00000043059.phy	2677	1891
ENSMUSG00000043061.phy	387	389
ENSMUSG00000043065.phy	962	1008
ENSMUSG00000043067.phy	1040	1045
ENSMUSG00000043068.phy	690	681
ENSMUSG00000043085.phy	1054	135
ENSMUSG00000043088.phy	710	3987
ENSMUSG00000043089.phy	2918	3001
ENSMUSG00000043090.phy	1668	1620
ENSMUSG00000043110.phy	1115	1112
ENSMUSG00000043131.phy	1082	3841
ENSMUSG00000043144.phy	1330	416
ENSMUSG00000043153.phy	1284	1281
ENSMUSG00000043154.phy	5142	5122
ENSMUSG00000043155.phy	1365	1367
ENSMUSG00000043164.phy	1174	1514
ENSMUSG00000043190.phy	773	672
ENSMUSG00000043207.phy	2572	3426
ENSMUSG00000043241.phy	5564	8605
ENSMUSG00000043243.phy	451	459
ENSMUSG00000043251.phy	3574	3578
ENSMUSG00000043252.phy	1778	2082
ENSMUSG00000043257.phy	718	687
ENSMUSG00000043259.phy	1587	1823
ENSMUSG00000043262.phy	3084	3058
ENSMUSG00000043284.phy	1474	1523
ENSMUSG00000043286.phy	521	501
ENSMUSG00000043290.phy	2068	2059
ENSMUSG00000043301.phy	1466	1467
ENSMUSG00000043336.phy	3344	3350
ENSMUSG00000043342.phy	1081	1064
ENSMUSG00000043372.phy	2298	2161
ENSMUSG00000043384.phy	3106	3095
ENSMUSG00000043388.phy	577	584
ENSMUSG00000043391.phy	650	650
ENSMUSG00000043410.phy	5841	5918
ENSMUSG00000043411.phy	10578	10418
ENSMUSG00000043415.phy	1393	1382
ENSMUSG00000043418.phy	1392	1460
ENSMUSG00000043429.phy	1872	1873
ENSMUSG00000043430.phy	1912	1906
ENSMUSG00000043432.phy	1455	1453
ENSMUSG00000043439.phy	1731	1730
ENSMUSG00000043441.phy	1316	1291
ENSMUSG00000043448.phy	1572	1594
ENSMUSG00000043453.phy	1271	1273
ENSMUSG00000043456.phy	4054	3941
ENSMUSG00000043463.phy	1076	202
ENSMUSG00000043467.phy	1577	1607
ENSMUSG00000043468.phy	391	391
ENSMUSG00000043485.phy	949	309
ENSMUSG00000043496.phy	1256	3466
ENSMUSG00000043501.phy	427	428
ENSMUSG00000043510.phy	296	303
ENSMUSG00000043518.phy	1971	1950
ENSMUSG00000043531.phy	2693	10655
ENSMUSG00000043535.phy	14520	13995
ENSMUSG00000043542.phy	2153	2209
ENSMUSG00000043556.phy	702	702
ENSMUSG00000043557.phy	5470	5379
ENSMUSG00000043572.phy	1082	1255
ENSMUSG00000043587.phy	2717	1276
ENSMUSG00000043592.phy	807	810
ENSMUSG00000043602.phy	944	944
ENSMUSG00000043614.phy	1257	1270
ENSMUSG00000043621.phy	1084	1087
ENSMUSG00000043629.phy	1546	235
ENSMUSG00000043639.phy	2896	2900
ENSMUSG00000043648.phy	256	258
ENSMUSG00000043659.phy	1701	3427
ENSMUSG00000043664.phy	286	270
ENSMUSG00000043668.phy	1871	1867
ENSMUSG00000043670.phy	747	816
ENSMUSG00000043671.phy	1937	2005
ENSMUSG00000043681.phy	170	162
ENSMUSG00000043705.phy	1182	1010
ENSMUSG00000043716.phy	709	650
ENSMUSG00000043719.phy	2835	2838
ENSMUSG00000043733.phy	355	6078
ENSMUSG00000043753.phy	264	271
ENSMUSG00000043782.phy	1923	2171
ENSMUSG00000043807.phy	1061	1289
ENSMUSG00000043831.phy	481	552
ENSMUSG00000043850.phy	970	968
ENSMUSG00000043865.phy	880	880
ENSMUSG00000043866.phy	3614	3619
ENSMUSG00000043872.phy	1511	1512
ENSMUSG00000043885.phy	1475	5146
ENSMUSG00000043909.phy	15334	15210
ENSMUSG00000043913.phy	408	402
ENSMUSG00000043923.phy	646	1023
ENSMUSG00000043929.phy	1532	1480
ENSMUSG00000043931.phy	1209	1225
ENSMUSG00000043940.phy	10439	10928
ENSMUSG00000043943.phy	7085	2776
ENSMUSG00000043962.phy	2297	2200
ENSMUSG00000043969.phy	199	187
ENSMUSG00000043987.phy	4059	9951
ENSMUSG00000043991.phy	1425	2394
ENSMUSG00000043998.phy	1991	1979
ENSMUSG00000043999.phy	1575	1575
ENSMUSG00000044005.phy	4421	3658
ENSMUSG00000044006.phy	1743	1722
ENSMUSG00000044014.phy	1816	1811
ENSMUSG00000044017.phy	664	664
ENSMUSG00000044018.phy	1148	1110
ENSMUSG00000044024.phy	187	181
ENSMUSG00000044026.phy	430	527
ENSMUSG00000044033.phy	515	6531
ENSMUSG00000044034.phy	583	533
ENSMUSG00000044037.phy	2566	4674
ENSMUSG00000044041.phy	187	425
ENSMUSG00000044042.phy	9368	9256
ENSMUSG00000044052.phy	2012	2014
ENSMUSG00000044055.phy	353	730
ENSMUSG00000044056.phy	1593	1604
ENSMUSG00000044066.phy	3742	842
ENSMUSG00000044067.phy	3396	3386
ENSMUSG00000044068.phy	1977	1286
ENSMUSG00000044072.phy	8147	7918
ENSMUSG00000044080.phy	697	695
ENSMUSG00000044084.phy	2248	1842
ENSMUSG00000044086.phy	1970	1581
ENSMUSG00000044098.phy	7279	7438
ENSMUSG00000044117.phy	2209	2225
ENSMUSG00000044139.phy	2793	3339
ENSMUSG00000044147.phy	858	828
ENSMUSG00000044148.phy	490	496
ENSMUSG00000044150.phy	4644	4589
ENSMUSG00000044155.phy	405	312
ENSMUSG00000044156.phy	2692	3233
ENSMUSG00000044162.phy	507	482
ENSMUSG00000044164.phy	150	138
ENSMUSG00000044167.phy	1207	1206
ENSMUSG00000044172.phy	1932	2208
ENSMUSG00000044177.phy	1868	1882
ENSMUSG00000044197.phy	293	285
ENSMUSG00000044201.phy	534	550
ENSMUSG00000044217.phy	1120	1107
ENSMUSG00000044220.phy	461	455
ENSMUSG00000044221.phy	739	755
ENSMUSG00000044224.phy	1421	1411
ENSMUSG00000044243.phy	929	929
ENSMUSG00000044244.phy	516	499
ENSMUSG00000044252.phy	857	4460
ENSMUSG00000044254.phy	1620	1411
ENSMUSG00000044265.phy	1920	1914
ENSMUSG00000044279.phy	765	855
ENSMUSG00000044288.phy	1558	1574
ENSMUSG00000044294.phy	929	906
ENSMUSG00000044296.phy	1042	1021
ENSMUSG00000044308.phy	5980	6052
ENSMUSG00000044313.phy	1669	1711
ENSMUSG00000044322.phy	5190	5160
ENSMUSG00000044328.phy	1191	1717
ENSMUSG00000044337.phy	1757	1435
ENSMUSG00000044338.phy	1936	1935
ENSMUSG00000044340.phy	8963	8995
ENSMUSG00000044350.phy	617	617
ENSMUSG00000044352.phy	2603	2593
ENSMUSG00000044359.phy	1404	1409
ENSMUSG00000044361.phy	4473	4983
ENSMUSG00000044364.phy	318	321
ENSMUSG00000044365.phy	906	864
ENSMUSG00000044367.phy	1832	2063
ENSMUSG00000044375.phy	2498	2499
ENSMUSG00000044393.phy	4498	3991
ENSMUSG00000044400.phy	1116	1205
ENSMUSG00000044429.phy	311	301
ENSMUSG00000044433.phy	4499	6494
ENSMUSG00000044442.phy	1545	1520
ENSMUSG00000044447.phy	6061	6360
ENSMUSG00000044452.phy	1365	3710
ENSMUSG00000044456.phy	1727	1721
ENSMUSG00000044461.phy	592	628
ENSMUSG00000044475.phy	1279	2823
ENSMUSG00000044477.phy	1183	1187
ENSMUSG00000044496.phy	2727	2728
ENSMUSG00000044518.phy	458	466
ENSMUSG00000044533.phy	667	901
ENSMUSG00000044534.phy	1214	1536
ENSMUSG00000044542.phy	642	388
ENSMUSG00000044548.phy	3249	3116
ENSMUSG00000044551.phy	2836	2200
ENSMUSG00000044556.phy	656	656
ENSMUSG00000044566.phy	1076	1195
ENSMUSG00000044576.phy	1899	1892
ENSMUSG00000044583.phy	3004	2994
ENSMUSG00000044595.phy	1408	1601
ENSMUSG00000044597.phy	1444	1113
ENSMUSG00000044600.phy	688	427
ENSMUSG00000044628.phy	1388	1369
ENSMUSG00000044629.phy	1425	1128
ENSMUSG00000044636.phy	238	238
ENSMUSG00000044646.phy	699	697
ENSMUSG00000044647.phy	495	492
ENSMUSG00000044667.phy	1950	1974
ENSMUSG00000044674.phy	2973	2940
ENSMUSG00000044676.phy	657	680
ENSMUSG00000044700.phy	1906	1929
ENSMUSG00000044701.phy	1589	1320
ENSMUSG00000044702.phy	5439	5290
ENSMUSG00000044707.phy	929	897
ENSMUSG00000044712.phy	1953	1974
ENSMUSG00000044715.phy	276	363
ENSMUSG00000044716.phy	2281	2308
ENSMUSG00000044730.phy	1327	1324
ENSMUSG00000044734.phy	727	1865
ENSMUSG00000044737.phy	624	642
ENSMUSG00000044748.phy	771	871
ENSMUSG00000044749.phy	330	393
ENSMUSG00000044763.phy	1339	1342
ENSMUSG00000044768.phy	160	149
ENSMUSG00000044770.phy	1178	1179
ENSMUSG00000044772.phy	486	466
ENSMUSG00000044786.phy	1450	1035
ENSMUSG00000044788.phy	1622	839
ENSMUSG00000044791.phy	13945	15989
ENSMUSG00000044795.phy	378	358
ENSMUSG00000044807.phy	152	120
ENSMUSG00000044813.phy	403	1369
ENSMUSG00000044827.phy	1342	1357
ENSMUSG00000044847.phy	1220	1210
ENSMUSG00000044863.phy	579	558
ENSMUSG00000044881.phy	609	990
ENSMUSG00000044894.phy	916	931
ENSMUSG00000044916.phy	791	791
ENSMUSG00000044921.phy	1347	1347
ENSMUSG00000044927.phy	848	848
ENSMUSG00000044933.phy	817	818
ENSMUSG00000044934.phy	1121	2331
ENSMUSG00000044937.phy	4963	4968
ENSMUSG00000044938.phy	1183	1520
ENSMUSG00000044948.phy	472	3685
ENSMUSG00000044966.phy	338	339
ENSMUSG00000044968.phy	913	893
ENSMUSG00000044991.phy	786	710
ENSMUSG00000045004.phy	2973	515
ENSMUSG00000045007.phy	475	483
ENSMUSG00000045009.phy	2987	2961
ENSMUSG00000045019.phy	353	350
ENSMUSG00000045022.phy	436	436
ENSMUSG00000045027.phy	642	639
ENSMUSG00000045031.phy	889	1564
ENSMUSG00000045039.phy	16325	16157
ENSMUSG00000045045.phy	2583	799
ENSMUSG00000045064.phy	1667	1648
ENSMUSG00000045078.phy	5046	1213
ENSMUSG00000045087.phy	978	1008
ENSMUSG00000045091.phy	283	281
ENSMUSG00000045094.phy	1898	1895
ENSMUSG00000045095.phy	7726	7762
ENSMUSG00000045098.phy	3062	3827
ENSMUSG00000045100.phy	1133	1149
ENSMUSG00000045102.phy	10909	10940
ENSMUSG00000045107.phy	611	516
ENSMUSG00000045111.phy	1018	1018
ENSMUSG00000045114.phy	2683	2684
ENSMUSG00000045128.phy	266	252
ENSMUSG00000045136.phy	974	964
ENSMUSG00000045140.phy	1381	1381
ENSMUSG00000045160.phy	473	589
ENSMUSG00000045176.phy	1465	1449
ENSMUSG00000045180.phy	6902	1895
ENSMUSG00000045193.phy	1646	1647
ENSMUSG00000045205.phy	4527	4549
ENSMUSG00000045210.phy	5344	1422
ENSMUSG00000045211.phy	642	636
ENSMUSG00000045215.phy	7962	7995
ENSMUSG00000045246.phy	2092	2074
ENSMUSG00000045248.phy	1371	1385
ENSMUSG00000045252.phy	2473	2193
ENSMUSG00000045259.phy	1333	2034
ENSMUSG00000045267.phy	1251	1244
ENSMUSG00000045268.phy	592	648
ENSMUSG00000045273.phy	933	931
ENSMUSG00000045284.phy	1587	1701
ENSMUSG00000045287.phy	2418	2713
ENSMUSG00000045288.phy	1311	1344
ENSMUSG00000045291.phy	694	709
ENSMUSG00000045302.phy	4393	4280
ENSMUSG00000045312.phy	164	179
ENSMUSG00000045319.phy	594	587
ENSMUSG00000045326.phy	2844	2798
ENSMUSG00000045328.phy	5402	9188
ENSMUSG00000045333.phy	391	372
ENSMUSG00000045349.phy	2869	2886
ENSMUSG00000045374.phy	7565	7568
ENSMUSG00000045377.phy	1863	1834
ENSMUSG00000045382.phy	1306	945
ENSMUSG00000045394.phy	1846	1237
ENSMUSG00000045404.phy	861	896
ENSMUSG00000045409.phy	139	121
ENSMUSG00000045410.phy	2917	1566
ENSMUSG00000045427.phy	2275	1840
ENSMUSG00000045435.phy	998	984
ENSMUSG00000045438.phy	396	274
ENSMUSG00000045467.phy	7205	4946
ENSMUSG00000045471.phy	500	497
ENSMUSG00000045493.phy	1306	1279
ENSMUSG00000045503.phy	983	1548
ENSMUSG00000045532.phy	347	230
ENSMUSG00000045538.phy	1821	1175
ENSMUSG00000045545.phy	269	270
ENSMUSG00000045551.phy	1351	1351
ENSMUSG00000045555.phy	922	902
ENSMUSG00000045566.phy	577	744
ENSMUSG00000045573.phy	1534	1504
ENSMUSG00000045576.phy	5179	5161
ENSMUSG00000045589.phy	1419	1427
ENSMUSG00000045594.phy	381	353
ENSMUSG00000045608.phy	350	102
ENSMUSG00000045620.phy	441	829
ENSMUSG00000045624.phy	695	770
ENSMUSG00000045629.phy	2722	5397
ENSMUSG00000045631.phy	513	1006
ENSMUSG00000045636.phy	688	712
ENSMUSG00000045659.phy	9984	9896
ENSMUSG00000045667.phy	704	682
ENSMUSG00000045671.phy	2450	2443
ENSMUSG00000045672.phy	13987	5183
ENSMUSG00000045679.phy	2852	785
ENSMUSG00000045684.phy	641	638
ENSMUSG00000045691.phy	245	239
ENSMUSG00000045731.phy	939	942
ENSMUSG00000045733.phy	1365	1350
ENSMUSG00000045744.phy	156	164
ENSMUSG00000045751.phy	7324	3648
ENSMUSG00000045752.phy	1439	1492
ENSMUSG00000045761.phy	6395	6435
ENSMUSG00000045775.phy	1153	1145
ENSMUSG00000045790.phy	1310	1382
ENSMUSG00000045795.phy	3206	1435
ENSMUSG00000045822.phy	1983	1991
ENSMUSG00000045826.phy	385	379
ENSMUSG00000045827.phy	1009	897
ENSMUSG00000045838.phy	4185	4182
ENSMUSG00000045854.phy	414	121
ENSMUSG00000045875.phy	1624	1434
ENSMUSG00000045876.phy	1778	367
ENSMUSG00000045896.phy	280	276
ENSMUSG00000045903.phy	3491	3806
ENSMUSG00000045915.phy	734	330
ENSMUSG00000045917.phy	381	388
ENSMUSG00000045934.phy	6039	6427
ENSMUSG00000045942.phy	456	472
ENSMUSG00000045948.phy	363	362
ENSMUSG00000045962.phy	18972	15582
ENSMUSG00000045967.phy	556	5879
ENSMUSG00000045969.phy	702	709
ENSMUSG00000045975.phy	756	5674
ENSMUSG00000045980.phy	2515	2510
ENSMUSG00000045991.phy	1154	844
ENSMUSG00000045994.phy	1231	1276
ENSMUSG00000046008.phy	3908	4267
ENSMUSG00000046010.phy	1252	1252
ENSMUSG00000046020.phy	1439	2986
ENSMUSG00000046027.phy	3089	3067
ENSMUSG00000046032.phy	379	406
ENSMUSG00000046034.phy	1793	2775
ENSMUSG00000046049.phy	3364	3376
ENSMUSG00000046058.phy	785	651
ENSMUSG00000046062.phy	1872	1861
ENSMUSG00000046070.phy	1652	2180
ENSMUSG00000046079.phy	2816	2817
ENSMUSG00000046093.phy	486	606
ENSMUSG00000046095.phy	3044	3048
ENSMUSG00000046101.phy	2469	2575
ENSMUSG00000046138.phy	1717	1717
ENSMUSG00000046139.phy	3624	3617
ENSMUSG00000046152.phy	1090	1094
ENSMUSG00000046157.phy	704	704
ENSMUSG00000046159.phy	1910	1910
ENSMUSG00000046160.phy	1037	1017
ENSMUSG00000046167.phy	883	923
ENSMUSG00000046168.phy	422	422
ENSMUSG00000046169.phy	3505	3523
ENSMUSG00000046179.phy	3125	3194
ENSMUSG00000046186.phy	9379	9361
ENSMUSG00000046192.phy	1209	2816
ENSMUSG00000046196.phy	2388	2380
ENSMUSG00000046201.phy	4355	4385
ENSMUSG00000046207.phy	762	759
ENSMUSG00000046213.phy	296	295
ENSMUSG00000046215.phy	738	737
ENSMUSG00000046223.phy	1132	1132
ENSMUSG00000046240.phy	816	816
ENSMUSG00000046269.phy	991	991
ENSMUSG00000046275.phy	1054	1097
ENSMUSG00000046280.phy	579	580
ENSMUSG00000046287.phy	1777	1784
ENSMUSG00000046295.phy	762	754
ENSMUSG00000046311.phy	3449	3370
ENSMUSG00000046312.phy	1721	1730
ENSMUSG00000046314.phy	2497	2504
ENSMUSG00000046321.phy	578	583
ENSMUSG00000046324.phy	2522	2505
ENSMUSG00000046329.phy	3108	2151
ENSMUSG00000046338.phy	5909	5947
ENSMUSG00000046351.phy	216	220
ENSMUSG00000046354.phy	487	493
ENSMUSG00000046378.phy	1347	1203
ENSMUSG00000046380.phy	1098	3564
ENSMUSG00000046402.phy	589	591
ENSMUSG00000046408.phy	1533	1531
ENSMUSG00000046432.phy	289	272
ENSMUSG00000046434.phy	816	760
ENSMUSG00000046442.phy	4121	4099
ENSMUSG00000046449.phy	8936	6380
ENSMUSG00000046456.phy	2328	2369
ENSMUSG00000046470.phy	1123	1170
ENSMUSG00000046480.phy	750	1435
ENSMUSG00000046490.phy	194	193
ENSMUSG00000046491.phy	928	930
ENSMUSG00000046519.phy	1622	1586
ENSMUSG00000046532.phy	2324	2361
ENSMUSG00000046567.phy	365	387
ENSMUSG00000046573.phy	846	803
ENSMUSG00000046574.phy	1631	1654
ENSMUSG00000046589.phy	2802	2790
ENSMUSG00000046591.phy	3031	3121
ENSMUSG00000046593.phy	1872	1563
ENSMUSG00000046598.phy	509	527
ENSMUSG00000046603.phy	3640	2158
ENSMUSG00000046605.phy	441	437
ENSMUSG00000046610.phy	1689	1709
ENSMUSG00000046613.phy	1956	2435
ENSMUSG00000046615.phy	493	493
ENSMUSG00000046618.phy	1994	3211
ENSMUSG00000046623.phy	392	394
ENSMUSG00000046634.phy	15332	2468
ENSMUSG00000046637.phy	541	543
ENSMUSG00000046658.phy	1927	1920
ENSMUSG00000046671.phy	1014	2264
ENSMUSG00000046679.phy	729	728
ENSMUSG00000046694.phy	1460	1491
ENSMUSG00000046697.phy	1170	1146
ENSMUSG00000046707.phy	340	2740
ENSMUSG00000046709.phy	1434	1455
ENSMUSG00000046719.phy	886	1639
ENSMUSG00000046722.phy	150	147
ENSMUSG00000046731.phy	1410	1978
ENSMUSG00000046733.phy	851	2499
ENSMUSG00000046743.phy	11583	11583
ENSMUSG00000046755.phy	2131	2131
ENSMUSG00000046756.phy	1147	1136
ENSMUSG00000046761.phy	4410	4129
ENSMUSG00000046768.phy	1711	226
ENSMUSG00000046785.phy	2160	2171
ENSMUSG00000046792.phy	1070	1010
ENSMUSG00000046793.phy	2010	2633
ENSMUSG00000046794.phy	359	556
ENSMUSG00000046798.phy	1011	1009
ENSMUSG00000046807.phy	914	602
ENSMUSG00000046811.phy	1455	1455
ENSMUSG00000046814.phy	349	360
ENSMUSG00000046818.phy	1149	1129
ENSMUSG00000046822.phy	115	163
ENSMUSG00000046828.phy	1193	1447
ENSMUSG00000046834.phy	688	585
ENSMUSG00000046844.phy	3527	3496
ENSMUSG00000046845.phy	1038	1223
ENSMUSG00000046856.phy	1819	1864
ENSMUSG00000046861.phy	5876	5776
ENSMUSG00000046862.phy	2838	2729
ENSMUSG00000046865.phy	843	765
ENSMUSG00000046873.phy	1548	1536
ENSMUSG00000046876.phy	677	677
ENSMUSG00000046879.phy	1812	1126
ENSMUSG00000046897.phy	1933	2914
ENSMUSG00000046909.phy	1346	1329
ENSMUSG00000046949.phy	334	336
ENSMUSG00000046959.phy	3735	760
ENSMUSG00000046961.phy	2292	1269
ENSMUSG00000046982.phy	3234	3233
ENSMUSG00000046985.phy	717	635
ENSMUSG00000046997.phy	450	450
ENSMUSG00000047002.phy	737	737
ENSMUSG00000047003.phy	642	1048
ENSMUSG00000047013.phy	1426	1486
ENSMUSG00000047021.phy	12387	12257
ENSMUSG00000047026.phy	2204	2234
ENSMUSG00000047030.phy	3162	1546
ENSMUSG00000047036.phy	987	969
ENSMUSG00000047037.phy	1672	1746
ENSMUSG00000047040.phy	156	146
ENSMUSG00000047045.phy	157	160
ENSMUSG00000047084.phy	566	554
ENSMUSG00000047085.phy	1689	1686
ENSMUSG00000047090.phy	267	268
ENSMUSG00000047098.phy	7047	7085
ENSMUSG00000047102.phy	1101	1101
ENSMUSG00000047109.phy	930	925
ENSMUSG00000047115.phy	1106	1113
ENSMUSG00000047146.phy	554	552
ENSMUSG00000047153.phy	2193	2131
ENSMUSG00000047155.phy	1614	1575
ENSMUSG00000047161.phy	449	484
ENSMUSG00000047171.phy	1339	1341
ENSMUSG00000047180.phy	736	747
ENSMUSG00000047181.phy	1462	1451
ENSMUSG00000047182.phy	256	256
ENSMUSG00000047187.phy	1067	625
ENSMUSG00000047193.phy	33346	33775
ENSMUSG00000047197.phy	982	982
ENSMUSG00000047205.phy	266	252
ENSMUSG00000047213.phy	2644	2845
ENSMUSG00000047216.phy	2501	2448
ENSMUSG00000047227.phy	2430	2416
ENSMUSG00000047228.phy	2081	704
ENSMUSG00000047230.phy	1672	1635
ENSMUSG00000047238.phy	1102	1098
ENSMUSG00000047248.phy	11367	4900
ENSMUSG00000047250.phy	3078	3086
ENSMUSG00000047253.phy	680	685
ENSMUSG00000047260.phy	442	1215
ENSMUSG00000047261.phy	1528	1527
ENSMUSG00000047284.phy	9590	9600
ENSMUSG00000047298.phy	593	608
ENSMUSG00000047343.phy	849	858
ENSMUSG00000047344.phy	318	301
ENSMUSG00000047356.phy	439	432
ENSMUSG00000047361.phy	1847	2024
ENSMUSG00000047368.phy	1071	1369
ENSMUSG00000047394.phy	593	1565
ENSMUSG00000047407.phy	768	800
ENSMUSG00000047412.phy	1473	2013
ENSMUSG00000047414.phy	2128	2115
ENSMUSG00000047417.phy	5879	5993
ENSMUSG00000047420.phy	518	441
ENSMUSG00000047428.phy	1639	1636
ENSMUSG00000047434.phy	385	370
ENSMUSG00000047443.phy	271	263
ENSMUSG00000047446.phy	157	108
ENSMUSG00000047454.phy	5558	3885
ENSMUSG00000047459.phy	437	441
ENSMUSG00000047485.phy	2025	2025
ENSMUSG00000047495.phy	5785	1717
ENSMUSG00000047497.phy	7536	7534
ENSMUSG00000047507.phy	6982	4986
ENSMUSG00000047514.phy	993	993
ENSMUSG00000047518.phy	1277	1286
ENSMUSG00000047531.phy	1500	670
ENSMUSG00000047539.phy	1200	1044
ENSMUSG00000047547.phy	1944	1931
ENSMUSG00000047554.phy	3472	1623
ENSMUSG00000047557.phy	2254	1639
ENSMUSG00000047562.phy	724	3255
ENSMUSG00000047564.phy	490	488
ENSMUSG00000047586.phy	1767	1489
ENSMUSG00000047613.phy	381	397
ENSMUSG00000047617.phy	1245	1243
ENSMUSG00000047632.phy	1121	776
ENSMUSG00000047635.phy	283	257
ENSMUSG00000047636.phy	1797	664
ENSMUSG00000047638.phy	3208	3162
ENSMUSG00000047641.phy	373	240
ENSMUSG00000047642.phy	1126	876
ENSMUSG00000047648.phy	2007	1936
ENSMUSG00000047656.phy	1120	1127
ENSMUSG00000047669.phy	510	504
ENSMUSG00000047671.phy	584	567
ENSMUSG00000047675.phy	352	335
ENSMUSG00000047678.phy	1331	1425
ENSMUSG00000047686.phy	2108	2112
ENSMUSG00000047694.phy	579	590
ENSMUSG00000047710.phy	3152	1847
ENSMUSG00000047712.phy	2210	2384
ENSMUSG00000047719.phy	968	984
ENSMUSG00000047721.phy	353	344
ENSMUSG00000047731.phy	1920	1896
ENSMUSG00000047733.phy	426	449
ENSMUSG00000047746.phy	1866	2086
ENSMUSG00000047747.phy	2594	2542
ENSMUSG00000047749.phy	249	256
ENSMUSG00000047757.phy	254	268
ENSMUSG00000047759.phy	849	1554
ENSMUSG00000047766.phy	3726	7836
ENSMUSG00000047767.phy	6465	3841
ENSMUSG00000047773.phy	5077	8888
ENSMUSG00000047777.phy	614	614
ENSMUSG00000047786.phy	1408	1392
ENSMUSG00000047789.phy	3902	3919
